index,gene1,gene2,gene3,split,measured_tau,measured_p,M01,M02,M03,pred_mean,pred_worst,rank
30534823,YJR130C,YML082W,YOL054W,train,0.021891,0.2373,0.043640137,0.04446411,0.00756073,0.031888325,0.00756073,2581689
40275829,YOR374W,YOR066W,YKR077W,train,-0.027196,0.3666,0.058441162,0.018203735,0.019012451,0.031885784,0.018203735,2582345
22021903,YMR015C,YIR018W,YOL028C,train,-0.064895,0.4595,0.057281494,0.0071411133,0.03112793,0.031850178,0.0071411133,2591341
19888296,YMR015C,YLR266C,YOR172W,val,0.114182,0.4528,0.043182373,0.025512695,0.026855469,0.031850178,0.025512695,2591731
22366658,YOR251C,YIR018W,YOL028C,train,-0.015871,0.475,0.037902832,0.0335083,0.024139404,0.031850178,0.024139404,2592420
20534013,YBR092C,YIR018W,YOL028C,val,-0.016009,0.477,0.044555664,0.030090332,0.020889282,0.031845093,0.020889282,2593667
31319032,YLL062C,YPL273W,YHR079C,val,0.043401,0.4984,0.06549072,0.016448975,0.013580322,0.031840008,0.013580322,2594079
31557445,YLR174W,YNL009W,YOR061W,train,0.029538,0.2266,0.0619812,0.021835327,0.011642456,0.03181966,0.011642456,2600278
32579218,YOR222W,YPL134C,YDR043C,test,0.0104,0.3466,0.06329346,0.010223389,0.021942139,0.03181966,0.010223389,2600299
22439763,YPL212C,YJL110C,YKR034W,val,0.010486,0.4954,0.05255127,0.012588501,0.030273438,0.0318044,0.012588501,2604919
352630,YJL134W,YKR053C,YCR065W,train,0.05408,0.2711,0.03829956,0.036102295,0.020965576,0.031789143,0.020965576,2608560
21580760,YKL008C,YER045C,YIL036W,test,-0.003969,0.3485,0.04916382,0.022827148,0.023345947,0.031778973,0.022827148,2611320
21336280,YHL032C,YMR182C,YPL230W,train,0.010903,0.3947,0.0362854,0.031219482,0.027832031,0.031778973,0.027832031,2611352
39341648,YMR300C,YOR066W,YKR077W,train,0.018653,0.02072,0.023406982,0.018676758,0.05319214,0.031758625,0.018676758,2617405
3901303,YIR037W,YKL026C,YER129W,train,-0.034741,0.3913,0.03945923,0.033996582,0.021713257,0.031723022,0.021713257,2626961
21923630,YLR308W,YDR259C,YOR028C,train,-0.015165,0.3076,0.037628174,0.0385437,0.018936157,0.03170268,0.018936157,2632612
20987638,YDR530C,YIR018W,YOL028C,train,0.021087,0.3134,0.04244995,0.037322998,0.015289307,0.03168742,0.015289307,2635865
89205,YBR147W,YOL092W,YGR178C,train,-0.027345,0.3877,0.036315918,0.026489258,0.032104492,0.031636555,0.026489258,2650984
22385889,YOR334W,YJR127C,YML081W,test,-0.037097,0.3693,0.04171753,0.05432129,-0.0011386871,0.031633377,-0.0011386871,2651610
21287875,YGR248W,YDR122W,YLR096W,train,0.036411,0.3779,0.04208374,0.03201294,0.020767212,0.031621296,0.020767212,2654845
3679176,YGR248W,YHR163W,YPL181W,train,-0.040726,0.4016,0.055267334,0.02798462,0.011581421,0.031611126,0.011581421,2657548
22276458,YOR040W,YJL110C,YKR034W,train,-0.018319,0.4963,0.047302246,0.02305603,0.024475098,0.031611126,0.02305603,2658292
21408590,YIR037W,YMR119W,YNL008C,train,-0.006742,0.2338,0.049316406,0.017593384,0.027862549,0.03159078,0.017593384,2663524
22131298,YNR067C,YJL110C,YKR034W,train,-0.017592,0.4234,0.050079346,0.024108887,0.02053833,0.03157552,0.02053833,2667484
30534770,YJR130C,YML082W,YBR028C,train,-0.043341,0.3222,0.042022705,0.029724121,0.022918701,0.031555176,0.022918701,2672861
36999797,YIL053W,YOR066W,YKR077W,train,-0.062947,0.335,0.05819702,0.010513306,0.025939941,0.03155009,0.010513306,2674633
19426581,YIL043C,YKR029C,YJL105W,train,-0.026702,0.1964,0.05114746,0.020370483,0.023117065,0.031545002,0.020370483,2675706
30978132,YKL220C,YLL051C,YGL014W,val,0.025944,0.4474,0.053344727,0.024047852,0.017242432,0.031545002,0.017242432,2676542
21472869,YJL155C,YFR023W,YHR015W,train,-0.026459,0.4496,0.032806396,0.025054932,0.036621094,0.03149414,0.025054932,2690272
21188319,YGR015C,YJR127C,YML081W,train,0.044969,0.3082,0.046142578,0.03173828,0.016555786,0.03147888,0.016555786,2694139
3049654,YDR530C,YCL050C,YCR065W,val,0.004797,0.055,0.04510498,0.036468506,0.012863159,0.03147888,0.012863159,2694924
30978154,YKL220C,YLL051C,YMR080C,test,0.016727,0.3612,0.06185913,0.013504028,0.019058228,0.031473797,0.013504028,2696540
19491847,YJL139C,YML007W,YDR423C,train,-0.0777,0.4555,0.033203125,0.04385376,0.017349243,0.031468708,0.017349243,2697318
18753571,YBR019C,YAL051W,YOR363C,train,-0.006837,0.3614,0.03677368,0.030456543,0.027160645,0.031463623,0.027160645,2698642
20185057,YPL212C,YOR066W,YKR077W,test,0.035028,0.19734501115003655,0.05001831,0.017578125,0.026794434,0.031463623,0.017578125,2699468
20207198,YPR003C,YKR029C,YJL105W,train,0.033282,0.3789,0.03643799,0.03314209,0.024780273,0.03145345,0.024780273,2702193
22426775,YPL212C,YBL056W,YER089C,train,0.018817,0.4205,0.05899048,0.023895264,0.011428833,0.03143819,0.011428833,2706332
18919932,YCR034W,YAL051W,YOR363C,val,0.127376,0.08744,0.056365967,0.02178955,0.016113281,0.03142293,0.016113281,2710196
20232792,YPR167C,YKR029C,YJL105W,train,0.022752,0.1468,0.04171753,0.036743164,0.015808105,0.03142293,0.015808105,2710538
20381305,YAR015W,YDR259C,YOR028C,train,0.042932,0.4497,0.055023193,0.00730896,0.031921387,0.031417847,0.00730896,2711703
20398770,YBR018C,YDR122W,YLR096W,train,0.023839,0.4753,0.052764893,0.027069092,0.014389038,0.031407673,0.014389038,2714554
36475120,YGR194C,YOR066W,YKR077W,train,0.004637,0.06621,0.039764404,0.0129852295,0.041412354,0.03138733,0.0129852295,2720614
3049655,YDR530C,YCL050C,YCR073C,train,0.041512,0.2486,0.04638672,0.03060913,0.017120361,0.03137207,0.017120361,2724874
20806713,YDR147W,YJL110C,YKR034W,train,-0.049488,0.284,0.03640747,0.0289917,0.028717041,0.03137207,0.028717041,2725064
20384948,YAR015W,YGL096W,YPL177C,train,0.057683,0.2354,0.07366943,0.019744873,0.00057411194,0.03132947,0.00057411194,2737398
89191,YBR147W,YOL092W,YDR099W,train,0.044139,0.4069,0.045043945,0.034088135,0.01473999,0.03129069,0.01473999,2747804
175199,YDR147W,YLR133W,YOR230W,val,-0.050512,0.3131,0.039245605,0.033843994,0.020751953,0.031280518,0.020751953,2750939
20961265,YDR513W,YDR122W,YLR096W,test,-0.001901,0.3927,0.04019165,0.030761719,0.022781372,0.031244913,0.022781372,2761349
89214,YBR147W,YOL092W,YKL101W,train,-0.04818,0.3768,0.03479004,0.041900635,0.01701355,0.031234741,0.01701355,2764767
22512904,YPR167C,YJR127C,YML081W,train,-0.034754,0.2836,0.0524292,0.029083252,0.012130737,0.031214396,0.012130737,2770389
19316639,YGR055W,YAL051W,YOR363C,train,0.006049,0.4585,0.046081543,0.018798828,0.028747559,0.03120931,0.018798828,2772236
26565782,YDR343C,YHR094C,YGR178C,train,0.030271,0.3303,0.044555664,0.019073486,0.029968262,0.031199137,0.019073486,2774691
23913656,YBR183W,YPL087W,YHR079C,train,-0.030906,0.2002,0.05102539,0.031036377,0.011520386,0.031194052,0.011520386,2776713
36001631,YFR055W,YOR066W,YKR077W,train,-0.006962,0.08603,0.057281494,0.018325806,0.017913818,0.031173706,0.017913818,2782061
23035427,YAL062W,YOR375C,YKL101W,val,-0.031775,0.4267,0.04525757,0.028900146,0.019195557,0.031117758,0.019195557,2799245
21786543,YLL048C,YJL110C,YKR034W,train,-0.010542,0.2363,0.051483154,0.015106201,0.026763916,0.031117758,0.015106201,2799459
20562075,YBR147W,YDR122W,YLR096W,val,-0.024396,0.4598,0.036621094,0.035705566,0.020935059,0.03108724,0.020935059,2807702
21660089,YKL148C,YJR127C,YML081W,train,0.104194,0.00931,0.048706055,0.026550293,0.017974854,0.031077066,0.017974854,2811379
352649,YJL134W,YKR053C,YGR178C,train,0.129163,0.4364,0.052947998,0.024108887,0.016143799,0.031066895,0.016143799,2813398
19581426,YKL008C,YML007W,YDR423C,train,0.023452,0.4793,0.038024902,0.03878784,0.01638794,0.031066895,0.01638794,2813962
21961805,YLR386W,YER045C,YIL036W,train,-0.091376,0.2576,0.037872314,0.042938232,0.012374878,0.031061808,0.012374878,2815124
2743224,YDR178W,YLR164W,YKL101W,train,-0.068254,0.4303,0.0418396,0.04058838,0.010604858,0.031010946,0.010604858,2829712
23913629,YBR183W,YPL087W,YBR028C,train,-0.079827,0.2866,0.045135498,0.037231445,0.010635376,0.031000772,0.010635376,2833364
22297965,YOR109W,YMR182C,YPL230W,train,0.02077,0.324,0.03466797,0.017105103,0.04119873,0.0309906,0.017105103,2835946
20988163,YDR530C,YJL110C,YKR034W,train,0.034797,0.4452,0.049743652,0.030456543,0.012710571,0.030970255,0.012710571,2842316
29787675,YIL111W,YNL052W,YFL031W,train,-0.117377,0.2802,-0.003534317,0.04397583,0.052459717,0.030967077,-0.003534317,2842846
19328898,YGR055W,YPL089C,YBR182C,train,0.018307,0.4097,0.048980713,0.019897461,0.024017334,0.03096517,0.019897461,2843328
20421238,YBR019C,YGL096W,YPL177C,train,0.103071,0.2848,0.03768921,0.02545166,0.029663086,0.030934652,0.02545166,2852530
21024453,YER053C,YJL110C,YKR034W,train,-0.011342,0.4641,0.04019165,0.022460938,0.030151367,0.030934652,0.022460938,2853003
19841316,YLR386W,YAL051W,YOR363C,train,-0.022452,0.3853,0.048065186,0.025299072,0.019424438,0.030929565,0.019424438,2854344
19720912,YLL048C,YKR029C,YJL105W,train,0.008439,0.1956,0.052124023,0.02609253,0.014541626,0.030919394,0.014541626,2856820
19389471,YGR287C,YML007W,YDR423C,train,-0.052703,0.4667,0.022521973,0.03756714,0.03265381,0.030914307,0.022521973,2858753
5631685,YOR040W,YDR272W,YOR230W,train,-0.060848,0.4677,0.047943115,0.017242432,0.027526855,0.030904135,0.017242432,2861117
21967993,YLR386W,YJL110C,YKR034W,train,-0.005489,0.4026,0.024047852,0.04751587,0.021148682,0.030904135,0.021148682,2861342
20133869,YOR251C,YOR066W,YKR077W,train,0.0010355,0.5803557410514328,0.028411865,0.019119263,0.045166016,0.030899048,0.019119263,2862964
21332393,YHL032C,YIR018W,YOL028C,test,-0.023292,0.4853,0.042144775,0.034820557,0.015701294,0.030888876,0.015701294,2866325
22170680,YOL086C,YMR119W,YNL008C,train,-0.011215,0.3624,0.039398193,0.024749756,0.028442383,0.030863443,0.024749756,2873703
19316101,YGR043C,YPL089C,YBR182C,train,0.041381,0.1766,0.04196167,0.0256958,0.024780273,0.030812582,0.024780273,2888395
23845199,YBR177C,YPL095C,YML007W,val,0.004668,0.3189,0.03527832,0.030670166,0.026489258,0.030812582,0.026489258,2888918
20624738,YBR295W,YIR018W,YOL028C,train,-0.011794,0.4838,0.050079346,0.01828003,0.02407837,0.030812582,0.01828003,2889527
37102173,YIL160C,YOR066W,YKR077W,val,-0.056438,0.4422,0.04336548,0.023742676,0.025299072,0.030802408,0.023742676,2892221
31319007,YLL062C,YPL273W,YBR083W,train,0.011947,0.4867,0.045959473,0.026550293,0.019851685,0.03078715,0.019851685,2896962
20438604,YBR023C,YFR023W,YHR015W,test,0.02179,0.4313,0.04736328,0.01826477,0.02670288,0.030776978,0.01826477,2899554
3679110,YGR248W,YHR163W,YAL051W,train,0.024503,0.2832,0.037750244,0.034820557,0.019744873,0.03077189,0.019744873,2901850
20628625,YBR295W,YMR182C,YPL230W,train,0.013389,0.3918,0.050933838,0.018829346,0.022537231,0.030766806,0.018829346,2903138
21732108,YLL001W,YJL110C,YKR034W,train,-0.00305,0.4358,0.03878784,0.032409668,0.021102905,0.030766806,0.021102905,2903364
20497723,YBR068C,YIR018W,YOL028C,train,0.011235,0.1132,0.031555176,0.020019531,0.040649414,0.030741373,0.020019531,2910297
20701205,YCR098C,YMR182C,YPL230W,train,-0.015475,0.424,0.04159546,0.027862549,0.022735596,0.030731201,0.022735596,2913126
31953638,YML100W,YMR261C,YDL106C,train,0.007244,0.4213,0.039886475,0.034973145,0.017303467,0.03072103,0.017303467,2917351
27124627,YEL006W,YIL006W,YGL014W,train,-0.019984,0.2795,0.06262207,0.024780273,0.004753113,0.030718485,0.004753113,2917617
19314861,YGR043C,YOR066W,YKR077W,val,-0.013398,0.13565768253732968,0.040985107,0.033813477,0.017333984,0.030710855,0.017333984,2919770
20719350,YDL095W,YMR182C,YPL230W,train,-0.067665,0.3937,0.058135986,0.006919861,0.027038574,0.030698141,0.006919861,2923836
19043694,YDR178W,YLR266C,YOR172W,train,-0.049343,0.4524,0.03942871,0.02468872,0.027954102,0.030690512,0.02468872,2925561
31953631,YML100W,YMR261C,YBR083W,train,-0.044004,0.317,0.044189453,0.029907227,0.017868042,0.030654907,0.017868042,2937315
18945526,YCR098C,YAL051W,YOR363C,train,-0.001219,0.2673,0.044799805,0.03414917,0.0129852295,0.030644735,0.0129852295,2940299
40480581,YPL135W,YOR066W,YKR077W,train,0.143209,0.4382,0.038879395,0.04360962,0.009399414,0.030629477,0.009399414,2945204
40442190,YPL110C,YOR066W,YKR077W,train,-0.002517,0.2671,0.064331055,0.0027713776,0.024780273,0.03062757,0.0027713776,2945559
20003727,YOL092W,YML007W,YDR423C,train,-0.017727,0.3176,0.050628662,0.031433105,0.009765625,0.03060913,0.009765625,2950872
20702635,YDL095W,YBL005W,YGL013C,train,-0.02366,0.327,0.018722534,0.05407715,0.018966675,0.030588785,0.018722534,2957405
24939761,YCR048W,YNR019W,YHR079C,train,-0.07510649999999999,0.36001489922910895,0.024810791,0.055267334,0.011657715,0.030578613,0.011657715,2960926
31818085,YLR432W,YML056C,YAL051W,train,0.01204,0.3846,0.049743652,0.030670166,0.011291504,0.030568441,0.011291504,2962898
21597020,YKL069W,YDR259C,YOR028C,test,0.080663,0.2037,0.039794922,0.019989014,0.031921387,0.030568441,0.019989014,2963992
5887177,YPL053C,YDR483W,YDR247W,test,0.069647,0.4751,0.05923462,0.038513184,-0.006046295,0.03056717,-0.006046295,2964362
30534807,YJR130C,YML082W,YKR029C,train,-0.055813,0.4097,0.052734375,0.023956299,0.014984131,0.030558268,0.014984131,2966688
29787706,YIL111W,YNL052W,YOL054W,train,0.066113,0.3411,0.06365967,0.0037937164,0.024108887,0.030520758,0.0037937164,2978425
20884085,YDR452W,YBL005W,YGL013C,val,-0.029058,0.3626,0.03387451,0.04699707,0.010620117,0.030497232,0.010620117,2985543
21517730,YJL214W,YMR182C,YPL230W,train,0.071744,0.4702,0.025390625,0.027740479,0.038269043,0.030466715,0.025390625,2994630
19943692,YNL071W,YAL051W,YOR363C,train,0.030559,0.3069,0.02822876,0.042755127,0.020385742,0.030456543,0.020385742,2997844
21355855,YIL043C,YBL005W,YGL013C,train,0.017924,0.4925,0.05407715,0.028961182,0.008255005,0.030431112,0.008255005,3005995
22431010,YPL212C,YDR122W,YLR096W,train,-0.018404,0.1494,0.062927246,0.013092041,0.015182495,0.030400595,0.013092041,3015845
28889120,YGR243W,YHR162W,YBR240C,train,0.013115,0.4671,0.056243896,0.019897461,0.015029907,0.03039042,0.015029907,3019193
4011862,YJL139C,YKR061W,YHR079C,val,0.005409,0.4257,0.0061035156,0.08685303,-0.0018253326,0.03037707,-0.0018253326,3022827
21859123,YLR099C,YJL110C,YKR034W,val,0.030248,0.02896,0.048675537,0.022598267,0.019851685,0.030375162,0.019851685,3023048
3679175,YGR248W,YHR163W,YPL089C,train,0.005496,0.4803,0.045166016,0.033996582,0.011871338,0.030344645,0.011871338,3032776
20493039,YBR068C,YFR023W,YHR015W,train,0.034672,0.3729,0.029785156,0.026367188,0.034729004,0.030293783,0.026367188,3048177
28889139,YGR243W,YHR162W,YGL014W,train,0.084258,0.09153,0.05819702,0.021514893,0.011138916,0.03028361,0.011138916,3052435
20416915,YBR019C,YDR122W,YLR096W,train,-0.010085,0.4115,0.045715332,0.028289795,0.016845703,0.03028361,0.016845703,3052526
24626067,YCL040W,YDR516C,YHR079C,train,-0.027253,0.5,0.047424316,0.02456665,0.018844604,0.030278524,0.018844604,3053974
4011893,YJL139C,YKR061W,YOR230W,test,0.030775,0.4533,0.04168701,0.022720337,0.026397705,0.03026835,0.022720337,3057216
5631633,YOR040W,YDR272W,YCR065W,val,-0.003686,0.414,0.030853271,0.019973755,0.039886475,0.030237833,0.019973755,3065978
21023928,YER053C,YIR018W,YOL028C,val,-0.006774,0.1806,0.044281006,0.009552002,0.0368042,0.030212402,0.009552002,3075021
3679147,YGR248W,YHR163W,YKL101W,train,0.043018,0.46,0.03338623,0.038879395,0.018325806,0.030197144,0.018325806,3079466
22370275,YOR251C,YMR119W,YNL008C,train,0.007017,0.4827,0.03527832,0.027648926,0.027648926,0.030192057,0.027648926,3081432
21378600,YIL124W,YDR122W,YLR096W,train,-0.010999,0.3492,0.041931152,0.022537231,0.026031494,0.030166626,0.022537231,3089025
30534772,YJR130C,YML082W,YBR083W,train,0.066402,0.2319,0.054901123,-0.0022335052,0.03778076,0.03014946,-0.0022335052,3094767
24939731,YCR048W,YNR019W,YAL051W,train,-0.058229,0.15812500707607308,0.04977417,0.02078247,0.019805908,0.03012085,0.019805908,3103539
19455628,YIR037W,YOR066W,YKR077W,train,-0.017353,0.7407708045495016,0.0385437,0.014465332,0.037353516,0.03012085,0.014465332,3103676
27124609,YEL006W,YIL006W,YCL033C,train,0.016966,0.3669,0.086120605,0.012527466,-0.008293152,0.030118307,-0.008293152,3104658
21807780,YLR044C,YMR119W,YNL008C,train,-0.004679,0.2975,0.04232788,0.023834229,0.024169922,0.030110678,0.023834229,3106418
2743233,YDR178W,YLR164W,YLR367W,test,-0.021755,0.2954,0.044830322,0.02923584,0.016067505,0.030044556,0.016067505,3128287
23845152,YBR177C,YPL095C,YAL051W,train,-0.038478,0.2408,0.038330078,0.028900146,0.022872925,0.030034384,0.022872925,3131215
28704547,YGR138C,YPR156C,YER111C,train,-0.05724,0.3767,0.05230713,0.029418945,0.008377075,0.030034384,0.008377075,3131554
19912867,YMR250W,YKR029C,YJL105W,train,0.01088,0.3176,0.027191162,0.062042236,0.00085639954,0.030029932,0.00085639954,3132474
19623767,YKL148C,YAL051W,YOR363C,train,0.008072,0.2803,0.03933716,0.03363037,0.017074585,0.030014038,0.017074585,3138064
31305559,YLL061W,YPL274W,YFL021W,train,0.022752,0.4832,0.039978027,0.030639648,0.019424438,0.030014038,0.019424438,3138640
21763189,YLL043W,YFR023W,YHR015W,train,-0.03604,0.2341,0.014846802,0.020889282,0.05429077,0.030008951,0.014846802,3139297
23845214,YBR177C,YPL095C,YOR304W,train,0.011544,0.06311,0.041992188,0.02293396,0.02508545,0.030003866,0.02293396,3141387
24626047,YCL040W,YDR516C,YCR073C,train,-0.014115,0.3224,0.036895752,0.01550293,0.037597656,0.02999878,0.01550293,3142617
31305545,YLL061W,YPL274W,YCR073C,train,-0.045846,0.4693,0.034332275,0.031951904,0.02368164,0.029988607,0.02368164,3146788
20299872,YDR513W,YBR082C,YCL035C,train,0.000566,0.4403,0.03829956,0.01210022,0.03945923,0.029953003,0.01210022,3158420
20300152,YDR513W,YIL095W,YCL035C,train,0.040734,0.2946,0.045928955,0.02645874,0.017425537,0.029937744,0.017425537,3162617
175197,YDR147W,YLR133W,YOR123C,train,-0.015195,0.1203,0.05618286,0.011016846,0.022613525,0.029937744,0.011016846,3163580
20420459,YBR019C,YFR023W,YHR015W,test,-0.001966,0.4686,0.03704834,0.016601562,0.036132812,0.029927572,0.016601562,3166154
39853528,YOL151W,YOR066W,YKR077W,train,0.060723,0.1008,0.032043457,0.03186035,0.025878906,0.029927572,0.025878906,3166877
22288415,YOR109W,YER045C,YIL036W,train,0.011481,0.4234,0.035339355,0.0075912476,0.046844482,0.029925028,0.0075912476,3167360
352631,YJL134W,YKR053C,YCR073C,train,0.05013,0.43,0.03781128,0.030426025,0.021499634,0.029912313,0.021499634,3171408
31557416,YLR174W,YNL009W,YGR178C,train,-0.007187,0.2378,0.06311035,0.018463135,0.008132935,0.02990214,0.008132935,3175113
175148,YDR147W,YLR133W,YCR073C,train,0.008726,0.3252,0.03543091,0.028747559,0.025390625,0.029856363,0.025390625,3189633
21310343,YGR287C,YGL096W,YPL177C,train,-0.005582,0.3482,0.038208008,0.028442383,0.022872925,0.029841105,0.022872925,3194160
20236245,YPR167C,YOR066W,YKR077W,train,0.009912,0.3850606391786861,0.036071777,0.024871826,0.028533936,0.029825846,0.024871826,3200135
2743219,YDR178W,YLR164W,YIL095W,train,0.009125,0.4901,0.051940918,0.028930664,0.008590698,0.02982076,0.008590698,3200733
26565764,YDR343C,YHR094C,YCR073C,test,-0.039655,0.3903,0.02835083,0.019958496,0.041107178,0.029805502,0.019958496,3205827
30159909,YJL133W,YKR052C,YBR240C,train,0.022039,0.4281,0.037841797,0.033325195,0.018203735,0.029790243,0.018203735,3211813
20535099,YBR092C,YJR127C,YML081W,train,0.056029,0.2957,0.06173706,0.023468018,0.00415802,0.029787699,0.00415802,3212183
38625016,YLR285W,YOR066W,YKR077W,train,0.004898,0.3881,0.033416748,0.00018489361,0.055755615,0.029785752,0.00018489361,3212392
31557403,YLR174W,YNL009W,YDR247W,train,0.07844,0.4001,0.045959473,0.017044067,0.026245117,0.029749552,0.017044067,3224592
3049684,YDR530C,YCL050C,YKL213C,train,0.132535,0.4945,0.07086182,0.009506226,0.008834839,0.029734293,0.008834839,3230207
21592105,YKL069W,YBL056W,YER089C,train,0.047994,0.4208,0.023254395,0.03805542,0.027862549,0.029724121,0.023254395,3233224
20643408,YCL069W,YJL110C,YKR034W,train,-0.062176,0.3039,0.039794922,0.02230835,0.027038574,0.02971395,0.02230835,3236729
24626061,YCL040W,YDR516C,YFL021W,train,0.029289,0.3927,0.04006958,0.02420044,0.024841309,0.029703775,0.02420044,3239413
20299882,YDR513W,YBR083W,YCL035C,train,0.004224,0.4217,0.039733887,0.035888672,0.013473511,0.02969869,0.013473511,3242141
24626098,YCL040W,YDR516C,YOR230W,train,-0.00673,0.3341,0.038360596,0.0256958,0.025024414,0.029693604,0.025024414,3242774
19631333,YKL148C,YKR029C,YJL105W,train,0.037872,0.4295,0.04360962,0.03378296,0.0116119385,0.029668173,0.0116119385,3251646
21360455,YIL043C,YDR122W,YLR096W,train,-0.029854,0.3403,0.047088623,0.018600464,0.023284912,0.029657999,0.018600464,3254775
18813348,YBR068C,YLR266C,YOR172W,train,0.011859,0.3002,0.029144287,0.032714844,0.027069092,0.02964274,0.027069092,3259792
35003465,YDR019C,YOR066W,YKR077W,train,0.060733,0.2861,0.034851074,0.022476196,0.031585693,0.029637655,0.022476196,3262071
31319013,YLL062C,YPL273W,YDL048C,train,0.006397,0.2397,0.043273926,0.01965332,0.025817871,0.029581705,0.01965332,3281041
21361135,YIL043C,YDR259C,YOR028C,train,0.036775,0.4768,0.035461426,0.03173828,0.021530151,0.02957662,0.021530151,3283153
3626773,YGR121C,YPR138C,YOR061W,train,-0.005498,0.4979,0.049682617,0.04647827,-0.007484436,0.029558817,-0.007484436,3288559
18957785,YCR098C,YPL089C,YBR182C,train,0.018047,0.456,0.052825928,0.029266357,0.0065231323,0.029538473,0.0065231323,3295610
31319030,YLL062C,YPL273W,YGR178C,train,0.059906,0.2877,0.05117798,0.020492554,0.016799927,0.029490152,0.016799927,3311617
20032733,YOL136C,YPL089C,YBR182C,train,0.03279,0.4959,0.045440674,0.024169922,0.01876831,0.029459635,0.01876831,3321520
26565815,YDR343C,YHR094C,YOR230W,test,-0.068938,0.4055,0.03314209,0.025268555,0.029937744,0.029449463,0.025268555,3325976
39495212,YNL104C,YOR066W,YKR077W,train,0.006476,0.3149,0.042266846,0.035949707,0.010040283,0.029418945,0.010040283,3335474
352634,YJL134W,YKR053C,YDR043C,train,0.027873,0.466,0.038208008,0.02557373,0.024414062,0.0293986,0.024414062,3342497
38241106,YLR011W,YOR066W,YKR077W,val,0.00177,0.001775,0.027618408,0.027526855,0.032928467,0.02935791,0.027526855,3357134
24939780,YCR048W,YNR019W,YMR164C,train,-0.010286,0.16902465429843283,0.03552246,0.014038086,0.038391113,0.02931722,0.014038086,3371135
21782113,YLL048C,YGL096W,YPL177C,train,-0.011688,0.4168,0.087524414,0.012161255,-0.011795044,0.029296875,-0.011795044,3378402
21060218,YER170W,YIR018W,YOL028C,train,0.055721,0.1668,0.043273926,0.0181427,0.02645874,0.029291788,0.0181427,3379612
23035439,YAL062W,YOR375C,YMR164C,train,-0.014994,0.497,0.03579712,0.027557373,0.024505615,0.029286703,0.024505615,3381840
36244774,YGL256W,YOR066W,YKR077W,train,0.044311,0.3315,0.04827881,0.03427124,0.005241394,0.029263815,0.005241394,3389064
21753345,YLL041C,YMR119W,YNL008C,train,0.01123,0.4145,0.03378296,0.015274048,0.03866577,0.029240927,0.015274048,3397526
22152805,YOL020W,YMR182C,YPL230W,train,-0.005605,0.272,0.043518066,0.02331543,0.020858765,0.029230753,0.020858765,3400646
20443813,YBR023C,YJL110C,YKR034W,train,-0.062914,0.3737,0.042541504,0.016601562,0.028533936,0.029225668,0.016601562,3402430
175141,YDR147W,YLR133W,YBR028C,train,-0.047247,0.2212,0.030670166,0.039611816,0.017364502,0.029215494,0.017364502,3405208
19430034,YIL043C,YOR066W,YKR077W,train,0.0140405,0.6532344945272552,0.038208008,0.0184021,0.030853271,0.029154459,0.0184021,3427334
30978152,YKL220C,YLL051C,YLR367W,train,0.018006,0.2916,0.05126953,0.03060913,0.005584717,0.029154459,0.005584717,3427670
31691276,YLR284C,YOR180C,YER161C,train,-0.015556,0.4361,0.02128601,0.045288086,0.020812988,0.029129028,0.020812988,3435730
22512343,YPR167C,YJL110C,YKR034W,train,0.087059,0.09637,0.037872314,0.035217285,0.014266968,0.029118856,0.014266968,3439390
29787693,YIL111W,YNL052W,YLR176C,train,-0.01462,0.4108,0.039245605,0.02079773,0.027313232,0.029118856,0.02079773,3439440
4011836,YJL139C,YKR061W,YBR082C,train,0.067282,0.02607,0.02923584,0.006416321,0.051696777,0.029116312,0.006416321,3440382
19367827,YGR248W,YAL051W,YOR363C,train,0.021921,0.4107,0.03451538,0.03173828,0.021057129,0.029103598,0.021057129,3445295
29787657,YIL111W,YNL052W,YBR240C,train,-0.009295,0.3491,0.039489746,0.010818481,0.036956787,0.029088339,0.010818481,3450236
19636026,YKL148C,YPL089C,YBR182C,val,0.0404,0.1541,0.041656494,0.02835083,0.017211914,0.02907308,0.017211914,3455817
19022308,YDR147W,YAL051W,YOR363C,train,-0.013509,0.4258,0.035369873,0.036254883,0.015548706,0.029057821,0.015548706,3460605
4407132,YKL148C,YJL045W,YAL051W,train,0.079781,0.1854,0.036956787,0.028869629,0.021331787,0.029052734,0.021331787,3462955
20625824,YBR295W,YJR127C,YML081W,test,-0.049681,0.3625,0.05496216,0.02734375,0.004699707,0.029001871,0.004699707,3480816
27124613,YEL006W,YIL006W,YDL106C,train,0.164699,0.3449,0.047302246,0.046173096,-0.006641388,0.02894465,-0.006641388,3501041
23913650,YBR183W,YPL087W,YFL021W,train,0.02118,0.3225,0.05001831,0.020401001,0.01637268,0.028930664,0.01637268,3505737
3288597,YFR015C,YLR258W,YHR079C,train,0.078727,0.4767,0.03970337,0.036010742,0.0110321045,0.028915405,0.0110321045,3510895
20811870,YDR178W,YBL056W,YER089C,test,-0.007467,0.2433,0.034118652,0.025665283,0.026947021,0.028910318,0.025665283,3513362
19175872,YER053C,YAL051W,YOR363C,train,0.000883,0.4604,0.037078857,0.031341553,0.018310547,0.028910318,0.018310547,3513614
31818099,YLR432W,YML056C,YDR099W,train,0.088724,0.3844,0.047424316,0.040222168,-0.0009441376,0.028900782,-0.0009441376,3515663
