run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,test_mae,test_mse,test_pearson,test_r2,test_spearman,val_mae,val_mse,val_pearson,val_r2,val_spearman,val_rmse,test_rmse
bskj95sn,True,1000,sum,['nt_window_5979'],5.0,500,5,11122.0,0.039627033730616226,0.0042207705522759615,0.2333691586989592,0.02873664805859255,0.4021002100210021,0.02892398628217062,0.0013851231083592188,0.44904745225086407,0.18732114170798583,0.4975232448964634,0.03721724208427082,0.06496745764054464
uc7k7m2s,True,1000,sum,['nt_window_5979'],5.0,100,10,2044.0,0.039184316749884616,0.004192672962575284,0.24175593822821584,0.03520232981412863,0.41629762976297624,0.02855391924088263,0.001381001313423993,0.4425794638225798,0.18973947953070924,0.5104425755875828,0.037161826023810955,0.0647508529872409
m2c0zkor,True,1000,sum,['nt_window_5979'],5.0,200,10,4000.0,0.03989780890500624,0.00426374219283333,0.21907608057663905,0.018848221495422757,0.3727092709270927,0.029513850316392292,0.00143923075236276,0.4199273721478933,0.15557512715642963,0.5101425446843983,0.03793719484045651,0.06529733679740185
xnq891c5,True,1000,sum,['nt_window_5979'],5.0,500,10,10132.0,0.0392715437519516,0.004183597822113008,0.2426661854753308,0.03729065734474424,0.4129492949294929,0.028963755479998944,0.0013820232238144511,0.4468612099658309,0.18913990468831263,0.4990894062110858,0.03717557294534209,0.06468073764354429
uqggckma,True,1000,sum,['nt_window_5979'],10.0,100,2,16320.0,0.04006539147929328,0.004262391687989393,0.2237583574690664,0.019158993153177928,0.4053765376537653,0.030813828106126553,0.001520999598079911,0.4001521400536092,0.10759974375532012,0.4650599011719137,0.038999994847178004,0.06528699478448516
my8295mz,True,1000,sum,['nt_window_5979'],10.0,200,2,32708.0,0.0395248794179833,0.004282463777568735,0.22130075639180183,0.0145401007580942,0.42073807380738065,0.030136101875758003,0.0015113599381842103,0.408536552813872,0.11325552102961688,0.48244969232048024,0.03887621301238343,0.06544053619560841
xec2thr8,True,1000,sum,['nt_window_5979'],10.0,500,2,80830.0,0.03970988933864522,0.004272751974798831,0.227241691966261,0.01677493394669405,0.42748274827482746,0.029857320216272534,0.0014861649235378613,0.4160281875401647,0.12803792962122584,0.4995934581284356,0.038550809635309366,0.06536629081414082
ns9pg3zv,True,1000,sum,['nt_window_5979'],10.0,100,5,9248.0,0.03958682597577605,0.004291372260932506,0.22641598698134047,0.012490123554774302,0.43396339633963393,0.029809290888763905,0.0015192796902838374,0.40363754481030767,0.10860884734737296,0.48681814227084474,0.03897793850736385,0.06550856631718104
jnl31s3m,True,1000,sum,['nt_window_5979'],10.0,200,5,18226.0,0.03922662917614131,0.00421553433456604,0.24243788108038028,0.02994158121035817,0.43659165916591647,0.03008927935955,0.0014380578883448549,0.4336265181162739,0.1562632694488012,0.5014896534365608,0.03792173372018815,0.06492714636087159
cigzjm5w,True,1000,sum,['nt_window_5979'],10.0,500,5,46886.0,0.03971491885563755,0.0042685642675630185,0.22363792198652896,0.01773858892779978,0.435055505550555,0.02933197710912277,0.0014096706466152711,0.4461663766580073,0.17291862019678284,0.5242319958979367,0.03754558091993346,0.06533425034056041
gxaa3vs0,True,1000,sum,['nt_window_5979'],10.0,100,10,6612.0,0.04046054480313202,0.004325305360139909,0.2087033171582206,0.004681602511105942,0.40277227722772274,0.029703233237412183,0.001454554955153623,0.4247208070956259,0.1465841172215323,0.4995334519477987,0.03813862812364418,0.06576705375900542
uds7ho91,True,1000,sum,['nt_window_5979'],10.0,200,10,13542.0,0.04006333629040695,0.004303555760533465,0.21099495156581677,0.009686515418714126,0.42250225022502247,0.03008150968882339,0.0014895421687204323,0.4071281671403066,0.1260564337219947,0.48700416143081904,0.038594587298226575,0.06560149206026845
2htgvuep,True,1000,sum,['nt_window_5979'],10.0,500,10,33244.0,0.039527627397989706,0.004250891170439204,0.22998620600297015,0.0218054367554803,0.4471887188718872,0.02970637499902568,0.0014552269982533632,0.4229016932304386,0.14618981637150374,0.4921886954378451,0.038147437636797614,0.06519885865902258
gb16jif5,True,1000,sum,['nt_window_5979'],500.0,100,2,101024.0,0.040856147370686824,0.0043308200548642165,0.2139235926657616,0.003412587572595216,0.4036603660366036,0.029782720666576643,0.0014488686513357233,0.4466379235960978,0.14992038304999444,0.5110666398662062,0.03806400729476238,0.06580896637134044
2mzvbvxb,True,1000,sum,['nt_window_5979'],500.0,200,2,201660.0,0.039764906220733975,0.004206223530882035,0.24664288702111137,0.03208413842435298,0.4425082508250824,0.029997676321159815,0.0014400906054905585,0.44053358892603184,0.15507063448427605,0.4936708480995759,0.037948525735403194,0.0648554047931399
hor5wkyt,True,1000,sum,['nt_window_5979'],500.0,500,2,504532.0,0.0397718214064173,0.004213472701944444,0.2439195515385499,0.03041599416072416,0.44627662766276627,0.03040130637493683,0.0014644777088780076,0.42546703130132,0.14076224325294462,0.4750329283937624,0.03826849499102372,0.06491126791200773
d30paf71,True,1000,sum,['nt_window_5979'],500.0,100,5,37478.0,0.03960478468110582,0.004257070464439067,0.2456572232322859,0.020383487438737306,0.4332073207320732,0.029977585797062015,0.0015215327459967578,0.40917449938096206,0.1072869354296565,0.4958190693663761,0.039006829478909946,0.0652462295036201
5uo80h33,True,1000,sum,['nt_window_5979'],500.0,200,5,74850.0,0.039819289333542535,0.0042651892926987185,0.2341886628202372,0.018515221857455133,0.44338433843384334,0.030401594239821986,0.0015311173226263295,0.4065115195034794,0.10166347658652196,0.4950869939626062,0.039129494280227155,0.0653084167064148
4hgkcvy4,True,1000,sum,['nt_window_5979'],500.0,500,5,187654.0,0.040164494352476085,0.004297547740657164,0.2216944447326236,0.011069051960635344,0.4393519351935193,0.029890425944989273,0.0014738656071798131,0.4268136778406684,0.13525417943707885,0.49994749459419313,0.038390957362116056,0.06555568427418909
i7oth35z,True,1000,sum,['nt_window_5979'],500.0,100,10,19598.0,0.03975847985030825,0.004267061838947933,0.22588551310217397,0.018084320550655564,0.43116711671167113,0.029624958900264,0.0014862306478453191,0.416595019309393,0.1279993678826883,0.4857260297832536,0.038551662063331577,0.0653227513118357
5ln2504x,True,1000,sum,['nt_window_5979'],500.0,200,10,39040.0,0.039861555935891954,0.004307467225194816,0.2138424156911428,0.008786428045820749,0.4196219621962195,0.030787660034762715,0.0015408840580973893,0.40118938758859046,0.0959331415831134,0.47781721517531345,0.03925409606776584,0.06563129760407618
y0hrj7ac,True,1000,sum,['nt_window_5979'],500.0,500,10,97878.0,0.039467105044962994,0.004210469411946157,0.24597682498790543,0.03110709676259749,0.4645904590459045,0.0302849938053635,0.001478571200526929,0.42456192917509455,0.1324933156511512,0.4899384636639622,0.0384521937024005,0.06488812997726284
ju0ovn66,True,1000,sum,['nt_window_three_prime_300'],5.0,100,2,2962.0,0.03835340435198162,0.004157205904352361,0.2472934700798281,0.043363838104249264,0.3721572157215721,0.02857509036703808,0.001306004320241719,0.4943237450556949,0.23374168440829757,0.4558249499718985,0.036138681772329755,0.06447639804108447
gask1y30,True,1000,sum,['nt_window_three_prime_300'],5.0,200,2,5956.0,0.03831912595605647,0.004150869613013083,0.2497945257580051,0.04482191489113985,0.37592559255925584,0.028351204692503885,0.001261882282327894,0.5133245759132306,0.2596289482774272,0.464687862851965,0.03552298245260234,0.0644272427860535
bqk4ovq8,True,1000,sum,['nt_window_three_prime_300'],5.0,500,2,14456.0,0.0378393762872203,0.00409322269204711,0.2681335168960842,0.05808734616560707,0.3877587758775877,0.027776266424942683,0.0012445450475936715,0.5258798592677139,0.26980104348305756,0.46572596977698294,0.035278110034321165,0.063978298602316
yz4a6f6f,True,1000,sum,['nt_window_three_prime_300'],5.0,100,5,2126.0,0.03804270136590853,0.004106076307587736,0.2679379868700663,0.05512953418319,0.40781278127812776,0.02785201691099888,0.0012293257291763103,0.5321062400002277,0.2787305157016353,0.5060681250191544,0.03506174167345813,0.06407867279826991
fxqs67ox,True,1000,sum,['nt_window_three_prime_300'],5.0,200,5,4190.0,0.03788678595325812,0.004079391941888713,0.27322020012334325,0.061270011651051504,0.4021002100210021,0.02757262173466445,0.001212504916216879,0.5416531666649914,0.28859961613676377,0.4908805606999612,0.0348210412856491,0.06387011775383472
dqq43ucl,True,1000,sum,['nt_window_three_prime_300'],5.0,500,5,10342.0,0.03822921106273814,0.004112372427419383,0.26187437445162015,0.05368070146978576,0.389066906690669,0.028095008981601763,0.0012512696965651538,0.5206301252768464,0.26585556021476353,0.4436496959206764,0.035373290722876684,0.06412778202479315
urn3jxth,True,1000,sum,['nt_window_three_prime_300'],5.0,100,10,1948.0,0.038316617722798256,0.004113381593269013,0.25979465232982557,0.0534484770942516,0.3748454845484548,0.02835688172565955,0.0012951891078635009,0.5039286127114901,0.2400871813498131,0.43190048575197615,0.03598873584697719,0.06413564994033359
d4lulf5j,True,1000,sum,['nt_window_three_prime_300'],5.0,200,10,3902.0,0.03784512328161757,0.004111890138565937,0.26414158745545757,0.05379168345343088,0.38539453945394536,0.027932595977730044,0.0012644533065622667,0.5150886515384774,0.25812047800007687,0.4832357732868232,0.03555915221939728,0.06412402154080744
x7joo5gl,True,1000,sum,['nt_window_three_prime_300'],5.0,500,10,9604.0,0.03795563420156293,0.004098781215162371,0.2693691417728118,0.05680824564926623,0.406036603660366,0.02806961574423585,0.0012547784218479756,0.5188904681960865,0.2637969223653944,0.46476587088679294,0.035422851689946924,0.06402172455629707
yfiaa4vw,True,1000,sum,['nt_window_three_prime_300'],10.0,100,2,15510.0,0.0389314606967536,0.004174294463524164,0.2387095517207748,0.039431501329367014,0.39005100510051,0.029106013673371005,0.0013259992191037386,0.4938636532466165,0.22201028560281588,0.4586452404618317,0.03641427218967501,0.0646087800807612
0wpihlgh,True,1000,sum,['nt_window_three_prime_300'],10.0,200,2,30848.0,0.037897834481690984,0.004092442588204092,0.2695749892948322,0.058266859897530554,0.4323912391239123,0.02824932562616519,0.0012700537613226626,0.5140398433954502,0.25483458149519067,0.4808715297697304,0.03563781364397461,0.06397220168326312
6j5hez37,True,1000,sum,['nt_window_three_prime_300'],10.0,500,2,75996.0,0.0386150206571724,0.004146485983236617,0.24948297876506567,0.045830654621866085,0.39188718871887185,0.02786840344360434,0.0012102579266061006,0.5431428131229026,0.2899179689535356,0.48795825970294543,0.03478876149859464,0.06439321379801304
5xdud7kz,True,1000,sum,['nt_window_three_prime_300'],10.0,100,5,8548.0,0.03833025632936213,0.004104204374698077,0.2713232715130398,0.055560294346648664,0.4044164416441643,0.028612173077056137,0.0012910061780391736,0.5061396189928071,0.24254138820943072,0.4757830056517233,0.03593057441844165,0.06406406461268342
c1tpvbqn,True,1000,sum,['nt_window_three_prime_300'],10.0,200,5,17454.0,0.038849822857944534,0.004157387185608407,0.2468922132040352,0.043322122536390006,0.3593399339933993,0.02783268493936565,0.001237394826693171,0.5280802401464991,0.273996218137849,0.4709045031659453,0.03517662329862221,0.06447780382122523
ntuni68m,True,1000,sum,['nt_window_three_prime_300'],10.0,500,5,43592.0,0.03834665679175406,0.004121805411199566,0.2585416167404224,0.05151002876164534,0.3649444944494449,0.027926368785359534,0.001240660641146916,0.5270441266942415,0.2720801008298307,0.4773911712927916,0.03522301294816949,0.06420128823629294
14abx21h,True,1000,sum,['nt_window_three_prime_300'],10.0,100,10,6338.0,0.03859178861018355,0.004170831700792647,0.24669560564712756,0.04022833557940164,0.3911791179117911,0.02788730434977116,0.0012634760708573453,0.5195040040302595,0.2586938413294191,0.4662360223123964,0.035545408576317494,0.06458197659403625
bnsyu5uh,True,1000,sum,['nt_window_three_prime_300'],10.0,200,10,12826.0,0.03818508153201275,0.004095526423315709,0.2661003397750913,0.057557222642852346,0.4108730873087309,0.02773481038822457,0.001271288753851631,0.513889510705033,0.2541099871884579,0.48710017131983807,0.03565513643013628,0.0639963000752052
o7cakzhq,True,1000,sum,['nt_window_three_prime_300'],10.0,500,10,32650.0,0.03855766222956761,0.0041564289891081385,0.24673662023114443,0.04354261809120463,0.369084908490849,0.02790122655470665,0.0012436208455281446,0.5274296473807774,0.27034329093738907,0.48076951926264766,0.0352650087980727,0.06447037295617374
722k5ile,True,1000,sum,['nt_window_three_prime_300'],500.0,100,2,100664.0,0.03890257003916776,0.004165719779561497,0.24653361267448973,0.0414046662252715,0.37281728172817274,0.028461778497468913,0.0012830904656746,0.510326572089882,0.24718569169999172,0.4793053684551079,0.03582025217212464,0.06454238746406502
uajdamy3,True,1000,sum,['nt_window_three_prime_300'],500.0,200,2,201896.0,0.038587317647872266,0.004122787520826236,0.262212710276334,0.05128403043357721,0.3966516651665166,0.028544411165629568,0.0012821285597542668,0.5090207658410963,0.2477500607444494,0.47273469167537,0.03580682281010515,0.0642089364561214
s2z5bwd2,True,1000,sum,['nt_window_three_prime_300'],500.0,500,2,504840.0,0.03911350394391367,0.004160060554069872,0.24407893804077635,0.04270693988651675,0.3857665766576657,0.028060486153988748,0.0012379071509003234,0.5305579661934579,0.2736956274905403,0.4760830365549077,0.03518390471366593,0.0644985314101792
9ydubph1,True,1000,sum,['nt_window_three_prime_300'],500.0,100,5,37392.0,0.038291458725521976,0.004080346148260725,0.2747488114657779,0.06105043428529644,0.4357395739573957,0.0285650808856924,0.0012979780708655042,0.4992067697797384,0.2384508421286939,0.4556509320480515,0.03602746273144286,0.06387758721383209
dlvt82yi,True,1000,sum,['nt_window_three_prime_300'],500.0,200,5,74352.0,0.03936416542482901,0.004146484866207213,0.24940930031976707,0.04583091166728204,0.3944554455445544,0.028494225468304445,0.0012842117905835465,0.5109415079930388,0.246527788412351,0.4629236811412408,0.03583590086189472,0.06439320512450994
cfiryj8h,True,1000,sum,['nt_window_three_prime_300'],500.0,500,5,186718.0,0.03878391118289438,0.00414813393697324,0.2493530743728792,0.04545143546028096,0.38312631263126307,0.028230664986257245,0.0012611432344045782,0.5190359456939717,0.2600625621698812,0.4585492305728126,0.035512578537816405,0.06440600854713201
tu4eitpg,True,1000,sum,['nt_window_three_prime_300'],500.0,100,10,19142.0,0.03861907550569236,0.004196615054441339,0.23474337480726248,0.03429519465668174,0.4095409540954095,0.02816005059117724,0.00128582404206197,0.5072802307519174,0.2455818488905439,0.4763770668400284,0.03585838872651656,0.06478128629813813
zkfqc9a7,True,1000,sum,['nt_window_three_prime_300'],500.0,200,10,38374.0,0.03865498503726233,0.004100170123754337,0.2689248840060914,0.05648863670633386,0.4313951395139513,0.028302962854273677,0.0012798926309752134,0.5112000723324017,0.24906192395459803,0.4548768523178358,0.03577558708079035,0.06403257080388337
ve7vxirk,True,1000,sum,['nt_window_three_prime_300'],500.0,500,10,95680.0,0.03852083263481018,0.004149953920764057,0.2479570033121852,0.04503262957276488,0.3839303930393038,0.028014950727072413,0.0012212680666711178,0.5367623219861388,0.28345810412009675,0.4843398870105418,0.03494664600031193,0.06442013598840084
xsglezd6,True,1000,sum,['nt_window_five_prime_1003'],5.0,100,2,2834.0,0.03891589943234247,0.004067059566357743,0.2993811310501755,0.06410787839771726,0.3737004911522705,0.02798079678578938,0.0012367524562117958,0.5265586107454605,0.2743731094814804,0.4871241737920928,0.03516749146885225,0.06377350207066994
a9dkwyk4,True,1000,sum,['nt_window_five_prime_1003'],5.0,200,2,5802.0,0.039007537612837845,0.004164120903294627,0.26883611068288404,0.04177259191634286,0.377089708970897,0.028821833683543283,0.0012836946339455867,0.5044180961956433,0.2468312143414677,0.47054446608212414,0.03582868451318841,0.06453000002552788
1yaxo3so,True,1000,sum,['nt_window_five_prime_1003'],5.0,500,2,14410.0,0.03926024144009888,0.004144462428390193,0.2739629527636581,0.04629630529835571,0.3713051305130513,0.028534723853149303,0.0012480038727284797,0.5220323298807343,0.2677716830279302,0.4523565927310871,0.03532709827778783,0.06437749939528711
evk41sq3,True,1000,sum,['nt_window_five_prime_1003'],5.0,100,5,2114.0,0.0394679156157841,0.004131791679477828,0.2778162267960645,0.04921203689470954,0.3711971197119712,0.028560441224489627,0.0012803147838450946,0.508698313144271,0.24881423859706608,0.44367369839293114,0.035781486607533435,0.06427901430076405
5wtdgpc8,True,1000,sum,['nt_window_five_prime_1003'],5.0,200,5,4238.0,0.038888870361767046,0.004085217263716352,0.29447794085204826,0.059929516702469376,0.37609360936093605,0.028690873994662268,0.0012697929917729936,0.5087258903424191,0.2549875800977145,0.4651559110609326,0.03563415484858584,0.06391570435907244
n56f894f,True,1000,sum,['nt_window_five_prime_1003'],5.0,500,5,10576.0,0.039199055516727054,0.004139423968496815,0.2766251109759907,0.04745573137566905,0.3484788478847884,0.0288275634781934,0.001274723336252979,0.508199538305169,0.25209485041989754,0.44092541531976226,0.03570326786518258,0.06433835534497921
xmf1erwt,True,1000,sum,['nt_window_five_prime_1003'],5.0,100,10,1976.0,0.03885656188955621,0.004037744191027973,0.30609540789180156,0.07085379110573187,0.3629642964296429,0.029129158852118312,0.0012770440103751154,0.5070116107996849,0.2507332654570419,0.4655879555615181,0.03573575255084347,0.06354324662014031
oj8n9vx8,True,1000,sum,['nt_window_five_prime_1003'],5.0,200,10,3928.0,0.03893931783722868,0.004080213932920779,0.2878551058546063,0.06108085904131299,0.40578457845784577,0.02872964778771625,0.0012624062517448353,0.51437461345672,0.2593215251574389,0.49086855946383384,0.03553035676354566,0.06387655229362946
33ingzqj,True,1000,sum,['nt_window_five_prime_1003'],5.0,500,10,9748.0,0.03920184744629587,0.004129369148669221,0.27697923489309034,0.04976949799433772,0.36582058205820583,0.028485275682299235,0.001253746009971569,0.5182983151866151,0.26440265863529133,0.4663440334375428,0.0354082760095937,0.064260167667609
shbme18z,True,1000,sum,['nt_window_five_prime_1003'],10.0,100,2,15032.0,0.03999956386269521,0.0042377346339447265,0.2490475487124064,0.024832955446036697,0.363984398439844,0.028749975801946583,0.0013643041407599898,0.49267736269623,0.1995360377827484,0.4453598720688273,0.036936487932124645,0.06509788501898296
qrvzs1bc,True,1000,sum,['nt_window_five_prime_1003'],10.0,200,2,30650.0,0.04005164449433651,0.004257917613089458,0.2454317253541805,0.02018854567926942,0.3465106510651065,0.028790157583075925,0.0012848435525419652,0.5109510147181671,0.24615712129692868,0.4812315668535516,0.03584471442963335,0.06525272111636003
fshf7i01,True,1000,sum,['nt_window_five_prime_1003'],10.0,500,2,75358.0,0.03987190800311247,0.004220248516574929,0.2641777847968916,0.028856776395003617,0.36384038403840385,0.028822809372949343,0.0012793794772031242,0.5176021040061766,0.2493630013239041,0.4583212070863925,0.0357684145190016,0.0649634398456157
w7wq05o8,True,1000,sum,['nt_window_five_prime_1003'],10.0,100,5,8892.0,0.039808452626326235,0.004145836138209076,0.27629890124042156,0.04598019382374263,0.36661266126612657,0.029352533495751433,0.0013072603999844327,0.5017840136899719,0.23300471782022192,0.46660206001428134,0.03615605620064822,0.06438816768793064
4y84o49w,True,1000,sum,['nt_window_five_prime_1003'],10.0,200,5,17528.0,0.04008772808987744,0.004235665509284095,0.25344231009263823,0.025309092428272284,0.34249024902490244,0.029002040067916783,0.001313015417349921,0.5031137446211082,0.2296281364074867,0.4651319085886779,0.03623555460248844,0.06508199066780376
j1jk36po,True,1000,sum,['nt_window_five_prime_1003'],10.0,500,5,43334.0,,,,,,,,,,,,
8ywxdkyd,True,1000,sum,['nt_window_five_prime_1003'],10.0,100,10,6268.0,0.03959842764647188,0.004176101091997448,0.2716766670818048,0.03901576870307488,0.3794059405940594,0.02850332341899956,0.0013327515562004371,0.49719993720269107,0.21804855716912583,0.44513784920047095,0.03650686998635239,0.06462275986057425
fbxywp6e,True,1000,sum,['nt_window_five_prime_1003'],10.0,200,10,12702.0,0.040122386717915334,0.0042353777795256405,0.25617297895605917,0.025375303411833028,0.34916291629162916,0.028579592543743395,0.001274966501408916,0.5166788951425392,0.25195218065999625,0.4884563110022314,0.03570667306553379,0.06507978011276344
u0zv5ihj,True,1000,sum,['nt_window_five_prime_1003'],10.0,500,10,32080.0,0.03954826617534867,0.004197233254728601,0.268429933611864,0.034152937389734794,0.352979297929793,0.028945162851818508,0.0013020776265365583,0.5066207552824844,0.23604555251786397,0.45088044068741995,0.03608431274856926,0.06478605756432938
u3fualn0,True,1000,sum,['nt_window_five_prime_1003'],500.0,100,2,100960.0,0.040715237377335144,0.004313745176897335,0.2317801871203924,0.007341776094620056,0.3406300630063006,0.02951272066732927,0.0013349638904228262,0.5013335543507735,0.21675053734752237,0.4672021218206501,0.03653715766754204,0.06567910761343622
jilqlvp3,True,1000,sum,['nt_window_five_prime_1003'],500.0,200,2,202180.0,0.04109095472158588,0.004350874195869835,0.2337261353303959,-0.0012021745833148412,0.34264626462646264,0.02919808533010437,0.0013390810301014489,0.5017130149074608,0.21433493085503152,0.4685402596488524,0.03659345611036827,0.06596115672022312
w9hnpyll,True,1000,sum,['nt_window_five_prime_1003'],500.0,500,2,504750.0,0.04069431594012944,0.004295098239475435,0.2436648587348711,0.011632719352379197,0.34364236423642364,0.029438081306995306,0.0013400131365828463,0.5014895767533522,0.2137880457250836,0.4586152373715132,0.03660618986705454,0.06553699901182106
h3d2xyeh,True,1000,sum,['nt_window_five_prime_1003'],500.0,100,5,37344.0,0.03908311092476831,0.004114910279240051,0.28937541659614946,0.05309670325535021,0.3706090609060905,0.03021814298833327,0.0013973798827150146,0.47097811868841144,0.18012985211813104,0.4382191365730392,0.03738154468069792,0.06414756643271864
bm5k7lt3,True,1000,sum,['nt_window_five_prime_1003'],500.0,200,5,74778.0,0.0397936394544093,0.004231593044523135,0.25831386720735966,0.026246228367173607,0.3817461746174617,0.029537685731173328,0.0013879185655038303,0.48102380118350674,0.1856809922461965,0.42409968226918227,0.03725477909616202,0.06505069595725425
gar1beca,True,1000,sum,['nt_window_five_prime_1003'],500.0,500,5,187362.0,0.04006298357520757,0.004290977019906331,0.2447585285656898,0.012581074512461266,0.35770777077707766,0.029637638596408743,0.0013617587933139755,0.4905504167803545,0.20102944298543368,0.44561789864556595,0.03690201611448859,0.06550554953518313
agibvult,True,1000,sum,['nt_window_five_prime_1003'],500.0,100,10,19330.0,0.04056674753180319,0.004294790288022488,0.2449897514184144,0.011703583654695373,0.351047104710471,0.02980191429234355,0.001356927907784896,0.4879756208908853,0.20386381814863663,0.4404153627843488,0.036836502382621726,0.06553464952238998
2m42rou0,True,1000,sum,['nt_window_five_prime_1003'],500.0,200,10,38628.0,0.039861550348065794,0.00422401775366786,0.25868861275449573,0.02798941774382857,0.36703270327032705,0.03012889572641356,0.0013738475820339671,0.4854173135407285,0.19393671385846545,0.4347747818044825,0.037065449977492074,0.06499244381978463
ynctrg6r,True,1000,sum,['nt_window_five_prime_1003'],500.0,500,10,96694.0,0.04033288683496528,0.00425088454727278,0.25572032379743304,0.021806960846577517,0.34737473747374736,0.02952189818758908,0.0013468555393920658,0.4919033614556917,0.2097734739737266,0.4552308887835934,0.03669953050642564,0.06519880786696011
h8tw8s5d,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,100,2,2764.0,0.04041736469351516,0.004349534363477123,0.2067739598893124,-0.0008938588185349872,0.3562196219621962,0.030997727443400288,0.001624783451500905,0.39475167901660085,0.04670772412305124,0.5068122016590517,0.04030860269844273,0.06595099971552458
bd1iqg4s,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,200,2,5604.0,0.03912593948640261,0.0041111217813848385,0.2791989794692269,0.05396849410019766,0.43840384038403835,0.030594197684463097,0.0015300446137853736,0.421453011967886,0.10229285587482262,0.5170132523673205,0.03911578471391535,0.06411803008035133
kesdm51e,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,500,2,14104.0,0.03938977848746147,0.004201430555797817,0.24879862349684911,0.03318707472198179,0.43554755475547546,0.030609914486085396,0.001521138167118673,0.42054223468607255,0.10751844258610554,0.5022097276042033,0.039001771333090414,0.064818443022012
hashzhsk,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,100,5,2076.0,0.0393000950164519,0.0042362407835483925,0.23792688069208867,0.025176713090588332,0.412061206120612,0.030486827200096624,0.001584441995280463,0.40972185676461115,0.07037684666184241,0.5149670416076031,0.03980504987159874,0.06508641012952238
a6bhdbi4,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,200,5,4292.0,0.03988795419561083,0.004195801609103309,0.25678282951667913,0.034482380772546395,0.4060246024602459,0.03025103160722995,0.0014936147470798924,0.44220999530145433,0.12366697222828582,0.5303406250867706,0.03864731228791845,0.06477500759631996
bpk3z9fh,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,500,5,10738.0,0.03940839097294176,0.004213860004326133,0.24739726343825685,0.03032687000559775,0.4318751875187518,0.030626558243089193,0.0015369530273584174,0.4132206038487961,0.09823955431536711,0.5080423283621077,0.03920399249258189,0.06491425116510344
s7oiws7d,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,100,10,1936.0,0.03912679647809486,0.004068547673280038,0.29036571085315915,0.06376544241369608,0.39289528952895286,0.03071163392109427,0.0016027732466784483,0.3947534061961848,0.05962154240962647,0.5210636695603097,0.04003465057520108,0.06378516812927625
xp7ps8u3,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,200,10,3946.0,0.03906363560760347,0.004124589670543449,0.26656808538044674,0.05086932843701952,0.4133573357335733,0.030735209670964707,0.001543446084827736,0.41078712027517406,0.09442995031761048,0.5037398852104438,0.03928671639152012,0.06422296840339481
cffj2p8g,True,1000,sum,['esm2_t33_650M_UR50D_all'],5.0,500,10,9898.0,0.03956285102981347,0.004212371242730547,0.24486395587830553,0.030669456639877413,0.4051485148514851,0.030568715372574388,0.0015227026766474674,0.4206130107643334,0.10660051420127505,0.4994854470032892,0.03902182308205842,0.0649027830122141
hvdv1rod,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,100,2,14860.0,0.03932144687678873,0.0041958399048149944,0.2546107634186477,0.03447356834817128,0.3659405940594059,0.03138373211192558,0.0016729871634417464,0.4119213564237289,0.018425662153898847,0.5268602666098319,0.04090216575490528,0.0647753032012587
zgy5wcg2,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,200,2,30932.0,0.03908143040533698,0.004097994078110242,0.2882698657658708,0.056989377829331334,0.4241824182418241,0.030699589245409484,0.0015503609630774862,0.436159358476732,0.09037285580570675,0.5124767851111728,0.03937462333886492,0.06401557683962741
p864brmz,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,500,2,77554.0,0.039305737319127024,0.004191151792392383,0.26217059403683374,0.03555237415613166,0.41840984098409834,0.030343858988915826,0.0014603293137737737,0.45925364636565846,0.14319618791584654,0.5109886318313783,0.03821425537379701,0.06473910558844927
8pqcaeo6,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,100,5,9100.0,0.04005687643175755,0.004262228579652608,0.2387680645894053,0.019196526856551044,0.37773777377737766,0.03006851656673842,0.0014127765140362078,0.47240966262894446,0.1710963469458202,0.5110306361578241,0.03758691945392982,0.06528574560846041
49i2z3zz,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,200,5,17022.0,0.04016136669625636,0.004281595068972628,0.2392769975281206,0.014740003788231926,0.371077107710771,0.030889639576824397,0.001558115772950879,0.4349190949031465,0.08582295695834286,0.5065661763184406,0.039472975222940555,0.06543389846992634
trq7y6di,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,500,5,43048.0,0.03953557596097372,0.00416981940397405,0.26945152850254794,0.04046128043840602,0.4183138313831382,0.030806450035645687,0.001565102413741866,0.43173229644705713,0.08172375795787157,0.5098185113089592,0.039561375276168875,0.06457413881713057
bpxhoqjv,True,1000,sum,['esm2_t33_650M_UR50D_all'],10.0,100,10,6594.0,0.03855294013468344,0.004031836851335615,0.30617184021219285,0.07221315960956165,0.43096309630963087,0.032117440270290294,0.0018194326509974052,0.3973960161147465,-0.0674967738451151,0.5138449260296934,0.04265480806424295,0.06349674677757605
