unit_id,reaction_id,gene_id,uniprot,sequence_length,substrate_met_id,substrate_name,smiles,smiles_source
467,r_0438,YHR051W,P00427,148,s_0799,H+,[H+],smilesDB
467,r_0438,YHR051W,P00427,148,s_1278,oxygen,O=O,smilesDB
467,r_0438,YJR048W,P00044,109,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
467,r_0438,YJR048W,P00044,109,s_0799,H+,[H+],smilesDB
467,r_0438,YJR048W,P00044,109,s_1278,oxygen,O=O,smilesDB
467,r_0438,YLR038C,Q01519,83,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
467,r_0438,YLR038C,Q01519,83,s_0799,H+,[H+],smilesDB
467,r_0438,YLR038C,Q01519,83,s_1278,oxygen,O=O,smilesDB
467,r_0438,YLR395C,P04039,78,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
467,r_0438,YLR395C,P04039,78,s_0799,H+,[H+],smilesDB
467,r_0438,YLR395C,P04039,78,s_1278,oxygen,O=O,smilesDB
467,r_0438,YMR256C,P10174,60,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
467,r_0438,YMR256C,P10174,60,s_0799,H+,[H+],smilesDB
467,r_0438,YMR256C,P10174,60,s_1278,oxygen,O=O,smilesDB
467,r_0438,YNL052W,P00424,153,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
467,r_0438,YNL052W,P00424,153,s_0799,H+,[H+],smilesDB
467,r_0438,YNL052W,P00424,153,s_1278,oxygen,O=O,smilesDB
468,r_0438,Q0045,P00401,534,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,Q0045,P00401,534,s_0799,H+,[H+],smilesDB
468,r_0438,Q0045,P00401,534,s_1278,oxygen,O=O,smilesDB
468,r_0438,Q0250,P00410,251,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,Q0250,P00410,251,s_0799,H+,[H+],smilesDB
468,r_0438,Q0250,P00410,251,s_1278,oxygen,O=O,smilesDB
468,r_0438,Q0275,P00420,269,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,Q0275,P00420,269,s_0799,H+,[H+],smilesDB
468,r_0438,Q0275,P00420,269,s_1278,oxygen,O=O,smilesDB
468,r_0438,YDL067C,P07255,59,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YDL067C,P07255,59,s_0799,H+,[H+],smilesDB
468,r_0438,YDL067C,P07255,59,s_1278,oxygen,O=O,smilesDB
468,r_0438,YHR116W,P38824,151,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YHR116W,P38824,151,s_0799,H+,[H+],smilesDB
468,r_0438,YHR116W,P38824,151,s_1278,oxygen,O=O,smilesDB
468,r_0438,YDR231C,Q04935,205,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YDR231C,Q04935,205,s_0799,H+,[H+],smilesDB
468,r_0438,YDR231C,Q04935,205,s_1278,oxygen,O=O,smilesDB
468,r_0438,YGR062C,P53239,316,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YGR062C,P53239,316,s_0799,H+,[H+],smilesDB
468,r_0438,YGR062C,P53239,316,s_1278,oxygen,O=O,smilesDB
468,r_0438,YJL003W,P47081,118,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YJL003W,P47081,118,s_0799,H+,[H+],smilesDB
468,r_0438,YJL003W,P47081,118,s_1278,oxygen,O=O,smilesDB
468,r_0438,YPL132W,P19516,300,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YPL132W,P19516,300,s_0799,H+,[H+],smilesDB
468,r_0438,YPL132W,P19516,300,s_1278,oxygen,O=O,smilesDB
468,r_0438,YLL018C-A,Q3E731,98,s_0710,ferrocytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
468,r_0438,YLL018C-A,Q3E731,98,s_0799,H+,[H+],smilesDB
468,r_0438,YLL018C-A,Q3E731,98,s_1278,oxygen,O=O,smilesDB
469,r_0439,Q0105,P00163,385,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,Q0105,P00163,385,s_0799,H+,[H+],smilesDB
469,r_0439,Q0105,P00163,385,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YBL045C,P07256,457,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YBL045C,P07256,457,s_0799,H+,[H+],smilesDB
469,r_0439,YBL045C,P07256,457,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YDR529C,P00128,127,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YDR529C,P00128,127,s_0799,H+,[H+],smilesDB
469,r_0439,YDR529C,P00128,127,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YEL024W,P08067,215,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YEL024W,P08067,215,s_0799,H+,[H+],smilesDB
469,r_0439,YEL024W,P08067,215,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YEL039C,P00045,113,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YEL039C,P00045,113,s_0799,H+,[H+],smilesDB
469,r_0439,YEL039C,P00045,113,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YFR033C,P00127,147,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YFR033C,P00127,147,s_0799,H+,[H+],smilesDB
469,r_0439,YFR033C,P00127,147,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YGR183C,P22289,66,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YGR183C,P22289,66,s_0799,H+,[H+],smilesDB
469,r_0439,YGR183C,P22289,66,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YHR001W-A,P37299,77,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YHR001W-A,P37299,77,s_0799,H+,[H+],smilesDB
469,r_0439,YHR001W-A,P37299,77,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YJL166W,P08525,94,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YJL166W,P08525,94,s_0799,H+,[H+],smilesDB
469,r_0439,YJL166W,P08525,94,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YOR065W,P07143,309,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YOR065W,P07143,309,s_0799,H+,[H+],smilesDB
469,r_0439,YOR065W,P07143,309,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
469,r_0439,YPR191W,P07257,368,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
469,r_0439,YPR191W,P07257,368,s_0799,H+,[H+],smilesDB
469,r_0439,YPR191W,P07257,368,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,Q0105,P00163,385,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,Q0105,P00163,385,s_0799,H+,[H+],smilesDB
470,r_0439,Q0105,P00163,385,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YBL045C,P07256,457,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YBL045C,P07256,457,s_0799,H+,[H+],smilesDB
470,r_0439,YBL045C,P07256,457,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YDR529C,P00128,127,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YDR529C,P00128,127,s_0799,H+,[H+],smilesDB
470,r_0439,YDR529C,P00128,127,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YEL024W,P08067,215,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YEL024W,P08067,215,s_0799,H+,[H+],smilesDB
470,r_0439,YEL024W,P08067,215,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YFR033C,P00127,147,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YFR033C,P00127,147,s_0799,H+,[H+],smilesDB
470,r_0439,YFR033C,P00127,147,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YGR183C,P22289,66,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YGR183C,P22289,66,s_0799,H+,[H+],smilesDB
470,r_0439,YGR183C,P22289,66,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YHR001W-A,P37299,77,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YHR001W-A,P37299,77,s_0799,H+,[H+],smilesDB
470,r_0439,YHR001W-A,P37299,77,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YJL166W,P08525,94,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YJL166W,P08525,94,s_0799,H+,[H+],smilesDB
470,r_0439,YJL166W,P08525,94,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YJR048W,P00044,109,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YJR048W,P00044,109,s_0799,H+,[H+],smilesDB
470,r_0439,YJR048W,P00044,109,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YOR065W,P07143,309,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YOR065W,P07143,309,s_0799,H+,[H+],smilesDB
470,r_0439,YOR065W,P07143,309,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
470,r_0439,YPR191W,P07257,368,s_0709,ferricytochrome c,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],smilesDB
470,r_0439,YPR191W,P07257,368,s_0799,H+,[H+],smilesDB
470,r_0439,YPR191W,P07257,368,s_1535,ubiquinol-6,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,smilesDB
471,r_0440,YDL045C,P38913,306,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
471,r_0440,YDL045C,P38913,306,s_0714,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
471,r_0440,YDL045C,P38913,306,s_0794,H+,[H+],smilesDB
472,r_0441,YLR011W,Q07923,191,s_0714,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
472,r_0441,YLR011W,Q07923,191,s_0794,H+,[H+],smilesDB
472,r_0441,YLR011W,Q07923,191,s_1203,NADH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,smilesDB
473,r_0442,YLR011W,Q07923,191,s_0714,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
473,r_0442,YLR011W,Q07923,191,s_0794,H+,[H+],smilesDB
473,r_0442,YLR011W,Q07923,191,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
474,r_0443,YDL168W,P32771,386,s_0721,formaldehyde,C=O,smilesDB
474,r_0443,YDL168W,P32771,386,s_0750,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,smilesDB
474,r_0443,YDL168W,P32771,386,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
475,r_0445,YOR388C,Q08911,376,s_0722,formate,C(=O)[O-],smilesDB
475,r_0445,YOR388C,Q08911,376,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
476,r_0446,YGR204W,P07245,946,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
476,r_0446,YGR204W,P07245,946,s_0722,formate,C(=O)[O-],smilesDB
476,r_0446,YGR204W,P07245,946,s_1487,THF,C1CCOC1,smilesDB
477,r_0447,YBR084W,P09440,975,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
477,r_0447,YBR084W,P09440,975,s_0724,formate,C(=O)[O-],smilesDB
477,r_0447,YBR084W,P09440,975,s_1488,THF,C1CCOC1,smilesDB
478,r_0448,YLR345W,Q06137,509,s_0442,"beta-D-fructose 2,6-bisphosphate",C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,smilesDB
478,r_0448,YLR345W,Q06137,509,s_0803,H2O,O,smilesDB
479,r_0448,YJL155C,P32604,452,s_0442,"beta-D-fructose 2,6-bisphosphate",C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,smilesDB
479,r_0448,YJL155C,P32604,452,s_0803,H2O,O,smilesDB
480,r_0449,YLR377C,P09201,348,s_0803,H2O,O,smilesDB
482,r_0451,YPL262W,P08417,488,s_0727,fumarate,C(=CC(=O)[O-])C(=O)[O-],smilesDB
482,r_0451,YPL262W,P08417,488,s_0807,H2O,O,smilesDB
483,r_0452,YPL262W,P08417,488,s_0725,fumarate,C(=CC(=O)[O-])C(=O)[O-],smilesDB
483,r_0452,YPL262W,P08417,488,s_0803,H2O,O,smilesDB
484,r_0453,YKL216W,P28272,314,s_0061,(S)-dihydroorotate,C1C(NC(=O)NC1=O)C(=O)O,smilesDB
484,r_0453,YKL216W,P28272,314,s_0725,fumarate,C(=CC(=O)[O-])C(=O)[O-],smilesDB
485,r_0454,YEL047C,P32614,470,s_0690,FADH2,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,smilesDB
485,r_0454,YEL047C,P32614,470,s_0727,fumarate,C(=CC(=O)[O-])C(=O)[O-],smilesDB
486,r_0455,YEL047C,P32614,470,s_0689,FADH2,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,smilesDB
486,r_0455,YEL047C,P32614,470,s_0725,fumarate,C(=CC(=O)[O-])C(=O)[O-],smilesDB
487,r_0457,YLR299W,Q05902,660,s_0750,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,smilesDB
487,r_0457,YLR299W,Q05902,660,s_0955,L-alanine,CC(C(=O)O)N,smilesDB
488,r_0458,YBR020W,P04385,528,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
488,r_0458,YBR020W,P04385,528,s_0558,D-galactose,C(C1C(C(C(C(O1)O)O)O)O)O,smilesDB
489,r_0459,YBR018C,P08431,366,s_0410,alpha-D-galactose 1-phosphate,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,smilesDB
489,r_0459,YBR018C,P08431,366,s_0794,H+,[H+],smilesDB
489,r_0459,YBR018C,P08431,366,s_1559,UTP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,smilesDB
