gene,screens,n_records,frac_pos,enrichment
YGL151W,288,288,0.06597222222222222,1.21677505249301
YMR195W,11,1077,0.06592386258124419,1.2158831194535047
YML118W,12,1078,0.06586270871985157,1.2147552130347168
YKL027W,293,1352,0.06582840236686391,1.2141224752997832
YLR356W,10,1065,0.06572769953051644,1.2122651375467794
YGR049W,11,1066,0.06566604127579738,1.211127928224503
YMR005W,290,290,0.06551724137931035,1.2083835004068515
YLR333C,311,1329,0.0654627539503386,1.2073785479887869
YER093C,291,291,0.06529209621993128,1.2042309797868966
YIR037W,311,1433,0.06489881367759945,1.1969773756187896
YPL212C,293,293,0.06484641638225255,1.1960109730989312
YBR078W,11,1051,0.06470028544243578,1.1933157708459667
YNL107W,294,294,0.06462585034013606,1.1919429085645812
YMR076C,279,279,0.06451612903225806,1.1899192363938433
YLR441C,310,310,0.06451612903225806,1.1899192363938433
YBR028C,279,279,0.06451612903225806,1.1899192363938433
YMR096W,264,264,0.06439393939393939,1.1876656014764309
YDR052C,312,312,0.0641025641025641,1.1822915489810624
YJL198W,281,281,0.06405693950177936,1.1814500603341007
YAL062W,11,1140,0.06403508771929825,1.1810470315610824
YOR375C,11,1140,0.06403508771929825,1.1810470315610824
YCL069W,313,313,0.06389776357827476,1.1785142596871931
YDR045C,283,283,0.0636042402826855,1.173100589943047
YLR045C,299,299,0.06354515050167224,1.1720107529029662
YLR077W,299,299,0.06354515050167224,1.1720107529029662
YBL023C,315,315,0.06349206349206349,1.171031629466957
YNR044W,11,1119,0.06344950848972297,1.1702467557206655
YDR496C,284,284,0.06338028169014084,1.1689699540629659
YJL136C,316,316,0.06329113924050633,1.1673258331711756
YML019W,301,301,0.06312292358803986,1.1642233060398235
YDR178W,283,1331,0.06311044327573254,1.1639931223026179
YJL047C,10,1064,0.06296992481203008,1.1614014351456827
YLR319C,286,286,0.06293706293706294,1.1607953389995886
YGL059W,302,302,0.06291390728476821,1.160368261980089
YDR055W,11,1051,0.06279733587059944,1.1582182481740266
YGR098C,271,271,0.06273062730627306,1.156987892213202
YGL066W,287,287,0.0627177700348432,1.1567507559368722
YOR249C,287,287,0.0627177700348432,1.1567507559368722
YMR243C,319,319,0.06269592476489028,1.1563478472792834
YCR089W,11,1119,0.06255585344057193,1.1537644070485433
YJL091C,272,272,0.0625,1.1527342602565358
YOR359W,320,320,0.0625,1.1527342602565358
YLR266C,283,1363,0.06236243580337491,1.1501970608575853
YER125W,321,321,0.06230529595015576,1.1491431877946774
YOL101C,314,1414,0.06223479490806223,1.1478428843289974
YIR011C,306,306,0.06209150326797386,1.145200049405186
YIL103W,290,290,0.06206896551724138,1.1447843688064907
YJL081C,290,290,0.06206896551724138,1.1447843688064907
YNL038W,290,290,0.06206896551724138,1.1447843688064907
YBR259W,11,1065,0.061971830985915494,1.1429928439726778
YFR012W,12,1114,0.06193895870736086,1.1423865559454358
YDR485C,291,291,0.061855670103092786,1.1408504019033756
YLR342W,291,291,0.061855670103092786,1.1408504019033756
YNL021W,291,291,0.061855670103092786,1.1408504019033756
YAL034C,11,1117,0.06177260519247986,1.139318373610757
YFR038W,308,308,0.06168831168831169,1.1377636854480093
YHR178W,293,293,0.06143344709897611,1.133063027146356
YNL119W,294,294,0.061224489795918366,1.1292090712717084
YOL019W,10,1112,0.06115107913669065,1.1278551035603517
YOR338W,10,1116,0.06093189964157706,1.123812612149741
YPL098C,279,279,0.06093189964157706,1.123812612149741
YPR178W,312,312,0.060897435897435896,1.1231769715320092
YML128C,313,313,0.06070287539936102,1.1195885467028335
YGR097W,11,1106,0.06057866184448463,1.117297583178125
YMR143W,281,281,0.060498220640569395,1.1158139458710952
YGR281W,298,298,0.06040268456375839,1.1140519025298066
YLR398C,298,298,0.06040268456375839,1.1140519025298066
YGL110C,282,282,0.06028368794326241,1.111857158828999
YML121W,299,299,0.06020066889632107,1.1103259764343891
YLR190W,299,299,0.06020066889632107,1.1103259764343891
YMR299C,299,299,0.06020066889632107,1.1103259764343891
YNR051C,299,299,0.06020066889632107,1.1103259764343891
YBR288C,283,283,0.06007067137809187,1.107928334946211
YGR203W,300,300,0.06,1.1066248898462743
YGR200C,267,267,0.0599250936329588,1.1052433356766787
YOR014W,284,284,0.05985915492957746,1.1040271788372455
YGR229C,284,284,0.05985915492957746,1.1040271788372455
YMR127C,284,284,0.05985915492957746,1.1040271788372455
YER151C,301,301,0.059800664451827246,1.1029483951956223
YOL030W,268,268,0.05970149253731343,1.1011192933793774
YGL194C,302,302,0.059602649006622516,1.0992962481916633
YHR129C,304,304,0.05921052631578947,1.0920640360325076
YDR043C,279,1285,0.05914396887159533,1.0908364672933444
YKR019C,288,288,0.059027777777777776,1.0886934680200615
YDR180W,288,288,0.059027777777777776,1.0886934680200615
YLR127C,305,305,0.05901639344262295,1.0884834982094502
YLR225C,10,1052,0.058935361216730035,1.0869889602419045
YMR086W,288,1359,0.05886681383370125,1.0857246895720132
YDR127W,272,272,0.058823529411764705,1.0849263625943866
YLR264W,289,289,0.058823529411764705,1.0849263625943866
YGL112C,306,306,0.058823529411764705,1.0849263625943866
YOL028C,10,1091,0.05866177818515124,1.0819430637054928
YKL176C,290,290,0.05862068965517241,1.0811852372061301
YDR379W,10,1043,0.058485139022051776,1.0786851754653681
YJR135C,291,291,0.058419243986254296,1.0774698240198548
YLR154C,292,292,0.05821917808219178,1.0737798588691019
YKL121W,11,1084,0.058118081180811805,1.0719152530798783
YKR042W,291,1377,0.05809731299927379,1.0715322099697646
YDR222W,10,1052,0.05798479087452472,1.069456880238003
YNL067W,276,276,0.057971014492753624,1.0692027921220042
YKL213C,311,311,0.05787781350482315,1.067483816571969
YLR375W,311,311,0.05787781350482315,1.067483816571969
YKR020W,294,294,0.05782312925170068,1.066475233978836
YPR003C,294,294,0.05782312925170068,1.066475233978836
YKL081W,294,294,0.05782312925170068,1.066475233978836
YPR115W,12,1107,0.057813911472448055,1.0663052235796682
YOR224C,277,277,0.05776173285198556,1.0653428542443075
YLL051C,12,1126,0.05772646536412078,1.0646923895797489
YKL220C,12,1126,0.05772646536412078,1.0646923895797489
YIR018W,12,1093,0.05763952424519671,1.0630888694772078
YNL037C,295,295,0.0576271186440678,1.0628600636941619
YLR191W,279,279,0.05734767025089606,1.0577059879056385
YML117W,297,297,0.05723905723905724,1.0557027568679387
YMR102C,11,1084,0.05719557195571956,1.0549007252532137
YOR116C,280,280,0.05714285714285714,1.0539284665202613
YBR048W,280,280,0.05714285714285714,1.0539284665202613
YBR182C,11,1035,0.057004830917874394,1.0513827455866374
YLR142W,281,281,0.05693950177935943,1.0501778314080896
YJL148W,281,281,0.05693950177935943,1.0501778314080896
YHR163W,11,1089,0.05693296602387511,1.0500572875798746
YFL038C,317,317,0.056782334384858045,1.0472790755642976
YOR311C,300,300,0.056666666666666664,1.045145729299259
YJL128C,283,283,0.05653710247349823,1.0427560799493751
YGR133W,283,283,0.05653710247349823,1.0427560799493751
YBL069W,12,1098,0.056466302367941715,1.0414502606324987
YKL087C,284,284,0.056338028169014086,1.0390844036115252
YML015C,285,285,0.056140350877192984,1.0354384934234147
YPL066W,285,285,0.056140350877192984,1.0354384934234147
YBL007C,303,303,0.056105610561056105,1.0347977517814446
YPL144W,286,286,0.055944055944055944,1.0318180791107454
YJL004C,304,304,0.05592105263157895,1.0313938118084793
YJL065C,10,3830,0.05587467362924282,1.0305384091692895
YOR153W,10,1056,0.05587121212121212,1.0304745659869032
YDR406W,10,1056,0.05587121212121212,1.0304745659869032
YHR066W,287,287,0.05574912891986063,1.0282228941661087
YBL051C,287,287,0.05574912891986063,1.0282228941661087
YPL120W,288,288,0.05555555555555555,1.0246526757835874
YAR007C,306,306,0.05555555555555555,1.0246526757835874
YJL048C,10,1062,0.05555555555555555,1.0246526757835874
YJL105W,10,1047,0.055396370582617004,1.0217167082311989
YNL099C,307,307,0.05537459283387622,1.0213150449178428
YJR014W,289,289,0.05536332179930796,1.021107164794717
YOL069W,289,289,0.05536332179930796,1.021107164794717
YDR113C,271,271,0.055350553505535055,1.020871669599884
YKL092C,290,290,0.05517241379310345,1.0175861056057696
YBR018C,290,290,0.05517241379310345,1.0175861056057696
YDL204W,1,1090,0.05504587155963303,1.015252192519518
YBR095C,292,292,0.0547945205479452,1.0106163377591546
YKR077W,8,3851,0.05479096338613347,1.01055073036252
YHL029C,308,823,0.054678007290400975,1.0084673965792295
YDR182W,293,293,0.05460750853242321,1.0071671352412053
YLR108C,10,1008,0.054563492063492064,1.0063553065731663
YDR132C,10,1008,0.054563492063492064,1.0063553065731663
YPL262W,312,312,0.05448717948717949,1.004947816633903
YLR088W,257,257,0.054474708171206226,1.0047177988228173
YBR172C,11,1049,0.05433746425166826,1.0021865065338043
YLL021W,313,313,0.054313099041533544,1.0017371207341141
YDR247W,258,258,0.05426356589147287,1.0008235437886202
YDR009W,11,1052,0.05418250950570342,0.999328560222396
YMR239C,277,277,0.05415162454873646,0.9987589258540382
YBR020W,12,1053,0.05413105413105413,0.9983795302506749
YIL008W,297,297,0.05387205387205387,0.9936025946992362
YGR081C,297,297,0.05387205387205387,0.9936025946992362
YMR074C,279,279,0.053763440860215055,0.9915993636615362
YER101C,317,1403,0.05345687811831789,0.9859451976534875
YOR127W,278,1311,0.05339435545385202,0.9847920453755302
YPL105C,11,1049,0.05338417540514776,0.9846042871209305
YBR227C,300,300,0.05333333333333334,0.983666568752244
YAL001C,319,319,0.05329153605015674,0.9828956701873911
YOL136C,301,301,0.053156146179401995,0.9803985735072198
YBR278W,320,4140,0.05314009661835749,0.9801025594451706
YDR488C,302,302,0.052980132450331126,0.9771522206148118
YGR248W,301,1379,0.05293691080493111,0.9763550514718157
YPR135W,303,303,0.052805280528052806,0.9739272957943009
YNR032W,303,303,0.052805280528052806,0.9739272957943009
YLR238W,10,3485,0.05279770444763271,0.9737875644749616
YDR200C,1,3476,0.05264672036823936,0.9710028521378414
YPL077C,1,1045,0.05263157894736842,0.9707235875844512
YPL174C,304,304,0.05263157894736842,0.9707235875844512
YMR296C,296,800,0.0525,0.96829677861549
YGL005C,305,305,0.05245901639344262,0.967540887297289
YAL056W,11,4129,0.052312908694599175,0.9648461136949837
YKR029C,284,1321,0.052233156699470096,0.9633751879812381
YBR197C,11,1055,0.052132701421800945,0.961522416138153
YOR371C,11,4129,0.05207071930249455,0.9603792335389885
YJR032W,289,289,0.05190311418685121,0.957287966995047
YLR413W,10,1099,0.051865332120109194,0.9565911240709378
YDR147W,290,1313,0.05178979436405179,0.9551979247213336
YGL211W,309,309,0.05177993527508091,0.9550160861672271
YKL187C,12,1101,0.051771117166212535,0.9548534471879752
YOR167C,290,290,0.05172413793103448,0.9539869740054089
YDR233C,286,1375,0.05163636363636363,0.9523680870192179
YOR066W,283,4126,0.05162384876393602,0.952137265863857
YKL208W,291,291,0.05154639175257732,0.950708668252813
YGL212W,316,777,0.05148005148005148,0.9494851049732084
YMR305C,292,292,0.05136986301369863,0.9474528166492074
YPR140W,312,312,0.05128205128205128,0.9458332391848498
YLR258W,10,1114,0.05116696588868941,0.9437106331723166
YMR290C,294,294,0.05102040816326531,0.9410075593930904
YOR367W,314,314,0.050955414012738856,0.9398088236486407
YJL164C,10,1083,0.050784856879039705,0.9366631108271021
YOR244W,276,276,0.050724637681159424,0.9355524431067538
YOL086C,276,276,0.050724637681159424,0.9355524431067538
YDL076C,296,296,0.05067567567567568,0.934649400208002
YGR217W,316,316,0.05063291139240506,0.9338606665369404
YJR066W,297,297,0.050505050505050504,0.931502432530534
YMR037C,11,1054,0.05028462998102467,0.9274370518952015
YCR017C,319,319,0.050156739811912224,0.9250782778234268
YPL089C,274,1298,0.05007704160246533,0.9236083441192583
YOR308C,300,300,0.05,0.9221874082052287
YDR225W,280,280,0.05,0.9221874082052287
YDL077C,280,280,0.05,0.9221874082052287
YOL092W,298,1341,0.049962714392244596,0.9214997218456424
YJL165C,10,1101,0.049954586739327886,0.9213498174620813
YKR034W,8,1061,0.04995287464655985,0.9213182400542341
YJL110C,10,1063,0.04985888993414864,0.9195848096872459
YMR230W,301,301,0.04983388704318937,0.9191236626630186
YLR386W,301,301,0.04983388704318937,0.9191236626630186
YDL098C,281,281,0.0498220640569395,0.9189056024820783
YKL166C,12,1085,0.04976958525345622,0.9179376966466791
YNL004W,11,1127,0.049689440993788817,0.916459536104575
YPR042C,12,1068,0.04962546816479401,0.9152796373572495
YER149C,303,303,0.04950495049504951,0.9130568398071571
YDR373W,283,283,0.04946996466431095,0.9124115699557032
YJL020C,283,283,0.04946996466431095,0.9124115699557032
YKR027W,279,4166,0.04944791166586654,0.9120048300061311
YCR088W,345,345,0.04927536231884058,0.9088223733037036
YOR076C,10,3836,0.04927007299270073,0.9087248183044224
YIL095W,306,306,0.049019607843137254,0.9041053021619888
YFR023W,12,1123,0.048975957257346395,0.9033002217504466
YDR343C,1,1042,0.04894433781190019,0.9027170406615481
YMR304W,307,307,0.048859934853420196,0.9011603337510378
YBR211C,307,307,0.048859934853420196,0.9011603337510378
YLR174W,10,1086,0.04880294659300184,0.9001092566275712
YDR150W,287,287,0.04878048780487805,0.8996950323953451
YNL009W,11,1087,0.04875804967801288,0.8992811892341697
YJR091C,11,1067,0.04873477038425492,0.8988518318026597
YML071C,288,288,0.04861111111111111,0.896571091310639
YHR094C,11,1052,0.04847908745247148,0.8941360801989859
YBR083W,289,289,0.04844290657439446,0.8934687691953772
YJL116C,10,1096,0.048357664233576646,0.8918965809284146
YPL137C,11,1055,0.04834123222748815,0.8915935131462874
YGL056C,11,1057,0.048249763481551564,0.8899064866313465
YDR272W,10,1099,0.048225659690627844,0.8894619223817491
YBR066C,12,1018,0.0481335952848723,0.887763909667116
YOR222W,10,1060,0.048113207547169815,0.8873878833672956
YPL134C,11,1061,0.04806786050895382,0.8865515140144518
YBR082C,271,271,0.04797047970479705,0.8847554469865663
YJL183W,313,313,0.04792332268370607,0.8838856947653948
YOR040W,290,1379,0.047860768672951415,0.8827319643443813
YBL050W,293,293,0.04778156996587031,0.8812712433360548
YJL062W,293,293,0.04778156996587031,0.8812712433360548
YOR304W,293,293,0.04778156996587031,0.8812712433360548
YDL095W,315,315,0.047619047619047616,0.8782737221002177
YCR033W,294,294,0.047619047619047616,0.8782737221002177
YKR084C,312,4138,0.04760753987433543,0.8780614761548093
YGL134W,1,1052,0.04752851711026616,0.8766040001950842
YLR177W,10,1075,0.04744186046511628,0.8750057268551937
YDR449C,275,275,0.04727272727272727,0.8718862768485798
YHR015W,11,1122,0.04723707664884135,0.8712287457197346
YJR054W,11,1080,0.04722222222222222,0.8709547744160493
YCL011C,303,1419,0.047216349541930935,0.8708464601797085
YFR010W,318,318,0.04716981132075472,0.869988120948329
YJL074C,276,276,0.04710144927536232,0.8687272685991284
YPL219W,11,1062,0.047080979284369114,0.8683497252403283
YHR088W,277,277,0.04693140794223827,0.8655910690734998
YPL239W,299,299,0.046822742474916385,0.8635868705600803
YMR183C,299,299,0.046822742474916385,0.8635868705600803
YML026C,299,299,0.046822742474916385,0.8635868705600803
YJL099W,293,4180,0.04665071770334928,0.860414088995309
YGL023C,279,279,0.04659498207885305,0.8593861151733314
YOR227W,10,1054,0.046489563567362426,0.8574418026955636
YOR042W,10,1076,0.046468401486988845,0.8570514946145247
YDR273W,10,1076,0.046468401486988845,0.8570514946145247
YDR217C,280,280,0.04642857142857143,0.8563168790477124
YLR327C,10,1077,0.04642525533890436,0.8562557179250033
YGR008C,11,1078,0.04638218923933209,0.8554614176300822
YNL072W,302,302,0.046357615894039736,0.8550081930379604
YBR214W,11,1057,0.046357615894039736,0.8550081930379604
YMR219W,302,302,0.046357615894039736,0.8550081930379604
YDR486C,303,303,0.0462046204620462,0.8521863838200132
YOR058C,304,304,0.046052631578947366,0.8493831391363947
YNL195C,1,1093,0.04574565416285453,0.843721324981911
YDL223C,1,1093,0.04574565416285453,0.843721324981911
YKR094C,307,307,0.04560260586319218,0.8410829781676352
YDR076W,307,307,0.04560260586319218,0.8410829781676352
YBR283C,329,329,0.04559270516717325,0.8409003722236127
YDR003W,11,1053,0.045584045584045586,0.8407406570532
YBR273C,311,1363,0.04548789435069699,0.8389672679196505
YHL032C,286,286,0.045454545454545456,0.8383521892774806
YKL062W,300,1343,0.045420699925539834,0.8377279508640201
YLR133W,298,1321,0.045420136260408785,0.8377175547662941
YPR172W,12,1124,0.045373665480427046,0.8368604594033213
YDR005C,287,287,0.04529616724738676,0.8354311015099632
YDR071C,287,287,0.04529616724738676,0.8354311015099632
YER092W,332,332,0.045180722891566265,0.8333018748842428
YPR167C,310,310,0.04516129032258064,0.8329434654756903
YPR029C,288,288,0.04513888888888889,0.8325302990741648
YLR332W,10,1043,0.045062320230105465,0.8311180860143
YGL014W,290,290,0.04482758620689655,0.8267887108046877
YOR337W,313,313,0.04472843450479233,0.8249599817810351
YOR115C,291,291,0.044673539518900345,0.8239475124857714
YGR028W,291,291,0.044673539518900345,0.8239475124857714
YBR005W,12,1054,0.04459203036053131,0.8224441780957448
YLR456W,10,1122,0.044563279857397504,0.8219139110563535
YMR115W,11,1100,0.04454545454545455,0.8215851454919311
YPL079W,292,292,0.04452054794520548,0.8211257744293131
YKR003W,300,1394,0.04447632711621234,0.8203101765957558
YFR015C,341,1445,0.044290657439446365,0.8168857318357734
YKL168C,309,1400,0.04428571428571428,0.8167945615532025
YDR351W,10,3758,0.04417243214475785,0.8147052142739114
YDR505C,294,1359,0.04415011037527594,0.8142935171790099
YGR023W,11,1044,0.044061302681992334,0.812655570449052
YOR232W,318,318,0.0440251572327044,0.8119889128851069
YHR103W,11,3759,0.04389465283320032,0.809581922606346
YHR001W,1,1095,0.043835616438356165,0.8084930702073237
YGL157W,274,274,0.043795620437956206,0.8077553940483755
YDR014W,297,297,0.04377104377104377,0.8073021081931295
YIL043C,297,297,0.04377104377104377,0.8073021081931295
YGL121C,297,297,0.04377104377104377,0.8073021081931295
YJR043C,297,297,0.04377104377104377,0.8073021081931295
YOR344C,298,298,0.0436241610738255,0.8045930407159713
YPL057C,298,298,0.0436241610738255,0.8045930407159713
YER083C,299,299,0.043478260869565216,0.8019020940915031
YLR308W,299,299,0.043478260869565216,0.8019020940915031
YLL062C,12,1109,0.04328223624887286,0.7982866653534892
YOL135C,302,302,0.04304635761589404,0.7939361792495345
YDR497C,302,302,0.04304635761589404,0.7939361792495345
YJL095W,303,303,0.0429042904290429,0.7913159278328694
YGL145W,303,303,0.0429042904290429,0.7913159278328694
YOR315W,304,304,0.04276315789473684,0.7887129149123666
YGL020C,304,304,0.04276315789473684,0.7887129149123666
YOR138C,281,281,0.042704626334519574,0.7876333735560672
YPL273W,11,1108,0.042418772563176894,0.7823611585856632
YBR177C,11,1015,0.042364532019704436,0.781360759661573
YIL135C,307,307,0.04234527687296417,0.7810056225842327
YDL079C,11,1063,0.04233301975540922,0.7807795553948315
YJR060W,308,308,0.04220779220779221,0.7784698900433749
YCR086W,310,310,0.041935483870967745,0.7734475036559982
YMR261C,11,1097,0.041932543299908843,0.7733932685039292
YML100W,12,1098,0.04189435336976321,0.7726889030499184
YML028W,297,1339,0.041822255414488425,0.7713591465196834
YKL133C,11,1100,0.04181818181818182,0.7712840141352821
YDR212W,288,288,0.041666666666666664,0.7684895068376905
YHR204W,288,288,0.041666666666666664,0.7684895068376905
YML116W,12,1105,0.0416289592760181,0.7677940412206428
YML103C,306,794,0.041561712846347604,0.7665537650068651
YCR068W,313,313,0.04153354632587859,0.7660342687966756
YER173W,313,313,0.04153354632587859,0.7660342687966756
YER098W,289,289,0.04152249134948097,0.7658303735960376
YER067W,1,1110,0.04144144144144144,0.7643355095034328
YOR265W,290,290,0.041379310344827586,0.7631895792043272
YPL095C,11,1015,0.041379310344827586,0.7631895792043272
YER130C,291,291,0.041237113402061855,0.7605669346022504
YBR291C,291,291,0.041237113402061855,0.7605669346022504
YBL047C,291,291,0.041237113402061855,0.7605669346022504
YGL077C,316,316,0.04113924050632911,0.758761791561264
YOR363C,11,1143,0.04111986001749781,0.7584043427059622
YHR079C,292,292,0.0410958904109589,0.757962253319366
YLR187W,10,1145,0.04104803493449782,0.7570796189632445
YDL179W,1,1122,0.040998217468805706,0.7561607981718452
YDL127W,1,1122,0.040998217468805706,0.7561607981718452
YOR279C,293,293,0.040955631399317405,0.755375351430904
YJR033C,293,293,0.040955631399317405,0.755375351430904
YGR138C,11,1075,0.04093023255813953,0.7549069016005592
YOR228C,269,269,0.040892193308550186,0.7542053152607818
YGR276C,294,294,0.04081632653061224,0.7528060475144723
YMR279C,11,1104,0.04076086956521739,0.7517832132107842
YDL104C,271,271,0.04059040590405904,0.7486392243732484
YIL113W,11,1109,0.0405770964833183,0.7483937487688961
YNL053W,11,1109,0.0405770964833183,0.7483937487688961
YJL002C,296,296,0.04054054054054054,0.7477195201664016
YNL278W,1,1136,0.040492957746478875,0.7468419150957838
YMR139W,11,1063,0.04045155221072436,0.7460782418217278
YGR135W,297,297,0.04040404040404041,0.7452019460244272
YKR082W,297,297,0.04040404040404041,0.7452019460244272
YLR143W,273,273,0.040293040293040296,0.7431546879309535
YDR414C,298,298,0.040268456375838924,0.7427012683532043
YKL205W,298,298,0.040268456375838924,0.7427012683532043
YOL080C,300,300,0.04,0.7377499265641829
YLR315W,325,325,0.04,0.7377499265641829
YPR156C,12,1076,0.039962825278810406,0.7370642853684912
YGL021W,11,1027,0.03992210321324245,0.7363132178464338
YBL009W,12,1028,0.03988326848249027,0.7355969598524197
YER161C,302,302,0.039735099337748346,0.7328641654611089
YBR109C,302,302,0.039735099337748346,0.7328641654611089
YDR093W,11,1084,0.03966789667896679,0.7316246965465836
YGL156W,328,328,0.039634146341463415,0.7310022138212179
YER166W,12,1085,0.03963133640552995,0.7309503880705038
YMR197C,303,303,0.039603960396039604,0.7304454718457257
YBR019C,303,303,0.039603960396039604,0.7304454718457257
YIL057C,312,1421,0.03940886699507389,0.7268472182898355
YDR463W,281,281,0.03914590747330961,0.7219972590930616
YLL048C,308,308,0.03896103896103896,0.718587590809269
YOR173W,10,1002,0.038922155688622756,0.7178704375250283
YBR094W,310,310,0.03870967741935484,0.713951541836306
YLL041C,310,310,0.03870967741935484,0.713951541836306
YHR049W,285,285,0.03859649122807018,0.7118639642285975
YML041C,286,286,0.038461538461538464,0.7093749293886374
YLR181C,286,286,0.038461538461538464,0.7093749293886374
YML114C,313,313,0.038338658146964855,0.7071085558123159
YPR120C,313,313,0.038338658146964855,0.7071085558123159
YGR181W,313,313,0.038338658146964855,0.7071085558123159
YBR004C,287,287,0.03832752613240418,0.7069032397391997
YDR473C,287,287,0.03832752613240418,0.7069032397391997
YJR068W,287,287,0.03832752613240418,0.7069032397391997
YMR138W,261,261,0.038314176245210725,0.7066570177817844
YLR270W,1,993,0.038267875125881166,0.7058030515971538
YBR072W,314,314,0.03821656050955414,0.7048566177364805
YOR334W,288,288,0.03819444444444445,0.7044487146012164
YDR158W,289,289,0.03806228373702422,0.7020111757963678
YPR018W,289,289,0.03806228373702422,0.7020111757963678
YIL154C,289,289,0.03806228373702422,0.7020111757963678
YDR315C,289,289,0.03806228373702422,0.7020111757963678
YOL070C,263,263,0.03802281368821293,0.7012832001560674
YCR077C,317,317,0.03785488958990536,0.6981860503761984
YDR099W,291,291,0.037800687285223365,0.6971863567187295
YER053C,292,292,0.03767123287671233,0.6947987322094188
YMR123W,292,292,0.03767123287671233,0.6947987322094188
YPL051W,293,293,0.03754266211604096,0.6924274054783287
YGL091C,320,320,0.0375,0.6916405561539215
YBR084W,295,295,0.03728813559322034,0.6877329823903401
YPR183W,295,295,0.03728813559322034,0.6877329823903401
YFL049W,322,322,0.037267080745341616,0.6873446520784313
YHR154W,281,779,0.037227214377406934,0.6866093668280265
YIL133C,296,296,0.037162162162162164,0.6854095601525348
YDR382W,296,296,0.037162162162162164,0.6854095601525348
YDL048C,296,296,0.037162162162162164,0.6854095601525348
YML047C,305,1374,0.03711790393013101,0.6845932724667637
YHR155W,11,1133,0.037069726390114736,0.6837046980515376
YGR140W,298,298,0.03691275167785235,0.6808094959904373
YCL050C,11,1138,0.03690685413005272,0.6807007231040352
YPL015C,271,271,0.03690036900369004,0.6805811130665894
YBR070C,275,760,0.03684210526315789,0.6795065113091158
YBL102W,299,299,0.03678929765886288,0.6785325411543489
YAL051W,309,1441,0.03678001387925052,0.6783613134611675
YGR068C,272,272,0.03676470588235294,0.6780789766214916
YAR014C,300,300,0.03666666666666667,0.6762707660171677
YJR092W,301,301,0.036544850498338874,0.6740240192862137
YNL257C,1,1123,0.0365093499554764,0.6733692562139693
YNR026C,329,329,0.0364741641337386,0.6727202977788902
YKL020C,303,303,0.036303630363036306,0.6695750158585819
YPR046W,276,276,0.036231884057971016,0.6682517450762526
YEL025C,1,1087,0.035878564857405704,0.6617352147194833
YJL168C,307,307,0.035830618892508145,0.6608509114174277
YLR136C,10,1061,0.03581526861451461,0.660567794755866
YDR151C,10,1061,0.03581526861451461,0.660567794755866
YCR075W-A,1,1117,0.03581020590868397,0.6604744194844968
YNR034W-A,1,1117,0.03581020590868397,0.6604744194844968
YBR125C,280,280,0.03571428571428571,0.6587052915751633
YOL003C,280,280,0.03571428571428571,0.6587052915751633
YKL114C,280,280,0.03571428571428571,0.6587052915751633
YOL017W,10,1095,0.03561643835616438,0.6569006195434506
YDR479C,281,281,0.03558718861209965,0.656361144630056
YGL060W,281,1321,0.03557910673732021,0.6562120845669303
YJR039W,11,1097,0.03555150410209663,0.6557029885142008
YMR156C,311,311,0.03536977491961415,0.6523512212384254
YNL160W,1,1078,0.03525046382189239,0.6501506773988625
YER147C,284,284,0.035211267605633804,0.6494277522572033
YDR453C,10,1052,0.03517110266159696,0.6486869601443624
YGL216W,313,313,0.03514376996805112,0.6481828428279562
YOR269W,305,797,0.03513174404015056,0.6479610396423188
YBR216C,299,1339,0.0351008215085885,0.6473907122575915
YAL025C,314,314,0.03503184713375796,0.6461185662584404
YPL154C,286,286,0.03496503496503497,0.6448862994442159
YHR139C,11,1088,0.034926470588235295,0.6441750277904171
YBL008W,316,316,0.03481012658227848,0.6420292082441464
YAL053W,316,316,0.03481012658227848,0.6420292082441464
YHR047C,11,1063,0.034807149576669805,0.6419743011024169
YMR292W,317,317,0.03470031545741325,0.6400038795115152
YAL040C,319,319,0.034482758620689655,0.6359913160036059
YIL112W,290,290,0.034482758620689655,0.6359913160036059
YDR530C,295,1422,0.034458509142053444,0.6355440647265288
YER155C,349,349,0.034383954154727794,0.6341689913159165
YCR031C,320,320,0.034375,0.6340038431410947
YPL071C,292,292,0.03424657534246575,0.6316352110994716
YLL024C,293,293,0.034129692832764506,0.6294794595257533
YML023C,293,293,0.034129692832764506,0.6294794595257533
YGR015C,293,293,0.034129692832764506,0.6294794595257533
YKL034W,294,294,0.034013605442176874,0.6273383729287271
YKL008C,294,294,0.034013605442176874,0.6273383729287271
YMR166C,265,265,0.033962264150943396,0.6263914470827968
YFL044C,324,324,0.033950617283950615,0.6261766352010811
YPL181W,295,295,0.03389830508474576,0.6252118021730364
YPL167C,295,295,0.03389830508474576,0.6252118021730364
YOR324C,10,1121,0.03389830508474576,0.6252118021730364
YDR189W,295,295,0.03389830508474576,0.6252118021730364
YLR021W,319,797,0.033877038895859475,0.6248195739408074
YAL028W,11,1122,0.0338680926916221,0.6246545724028286
YKL157W,12,1064,0.03383458646616541,0.6240365920185758
YHR086W,268,268,0.033582089552238806,0.6193796025258999
YMR190C,269,269,0.03345724907063197,0.6170770761224578
YNL153C,286,837,0.03345280764635603,0.6169951596116225
YML095C,299,299,0.033444816053511704,0.6168477646857716
YBL067C,299,299,0.033444816053511704,0.6168477646857716
YBR068C,270,270,0.03333333333333333,0.6147916054701524
YDR016C,285,752,0.03324468085106383,0.613156521413051
